type,augmented,depth,width,epochs,batch_size,learning_rate,mse_train,mse_train_aug,mse_val,mse_val_aug,mse_test,mse_test_aug
eqv,True,6,4,1000,32,0.0001,0.015487514436244965,0.01491759903728962,0.010444996878504753,0.015485773794353008,0.022734278813004494,0.022734276950359344
fcnn,False,6,4,1000,32,0.0001,0.014787400141358376,0.022473091259598732,0.0097713777795434,0.022490471601486206,0.01535724475979805,0.02702806331217289
fcnn,True,6,4,1000,32,0.0001,0.01542307622730732,0.01564503088593483,0.01075039990246296,0.015886668115854263,0.02032189816236496,0.021197572350502014
fcnn,False,6,16,1000,32,0.0001,0.009100996889173985,0.019502684473991394,0.006797166541218758,0.018680406734347343,0.015380347147583961,0.026997800916433334
fcnn,True,6,16,1000,32,0.0001,0.0145063241943717,0.016123542562127113,0.00938903447240591,0.016375528648495674,0.01945476606488228,0.021310487762093544
eqv,False,6,4,1000,32,0.0001,0.015386687591671944,0.014853743836283684,0.010572909377515316,0.015284945257008076,0.02166581153869629,0.02166581153869629
eqv,True,6,4,1000,32,0.0001,0.015328878536820412,0.01478735264390707,0.010422443971037865,0.015210101380944252,0.02174234949052334,0.02174234762787819
fcnn,False,6,4,1000,32,0.0001,0.012750087305903435,0.020610490813851357,0.009472686797380447,0.01992645673453808,0.014231710694730282,0.025177553296089172
fcnn,True,6,4,1000,32,0.0001,0.014201702550053596,0.015579147264361382,0.009991900995373726,0.015652675181627274,0.018006756901741028,0.02126137912273407
fcnn,False,6,16,1000,32,0.0001,0.009483503177762032,0.020119648426771164,0.007718389853835106,0.019321199506521225,0.015295848250389099,0.026924962177872658
fcnn,True,6,16,1000,32,0.0001,0.015205546282231808,0.01625087857246399,0.00994163565337658,0.016854966059327126,0.01932021602988243,0.021449066698551178
eqv,False,6,4,1000,32,0.0001,0.015278253704309464,0.014752665534615517,0.010499482974410057,0.015145935118198395,0.021729186177253723,0.021729186177253723
eqv,True,6,4,1000,32,0.0001,0.015203938819468021,0.014671171084046364,0.010416881181299686,0.015127832069993019,0.021893616765737534,0.021893618628382683
fcnn,False,6,4,1000,32,0.0001,0.012615816667675972,0.021192889660596848,0.00972649548202753,0.020310349762439728,0.01383356936275959,0.02653290145099163
fcnn,True,6,4,1000,32,0.0001,0.015058291144669056,0.015795979648828506,0.010524637065827847,0.01630338281393051,0.017981402575969696,0.021711301058530807
fcnn,False,6,16,1000,32,0.0001,0.009254147298634052,0.018968962132930756,0.007344136014580727,0.01855047047138214,0.01359378732740879,0.026207271963357925
fcnn,True,6,16,1000,32,0.0001,0.014755211770534515,0.01585586741566658,0.010105959139764309,0.015989046543836594,0.01926521770656109,0.021346120163798332
eqv,False,6,4,1000,32,0.0001,0.01544488687068224,0.014898070134222507,0.01056723389774561,0.015403036028146744,0.022126827389001846,0.022126825526356697
eqv,True,6,4,1000,32,0.0001,0.01578379049897194,0.015174166299402714,0.010281527414917946,0.015671582892537117,0.022141218185424805,0.022141218185424805
fcnn,False,6,4,1000,32,0.0001,0.011682286858558655,0.019984081387519836,0.00853587407618761,0.019259927794337273,0.012561032548546791,0.025305364280939102
fcnn,True,6,4,1000,32,0.0001,0.01538783498108387,0.015630003064870834,0.010636567138135433,0.015747204422950745,0.020457778126001358,0.021692166104912758
fcnn,False,6,16,1000,32,0.0001,0.009392776526510715,0.019697755575180054,0.007251606788486242,0.019188739359378815,0.013612261973321438,0.026453064754605293
fcnn,True,6,16,1000,32,0.0001,0.015025332570075989,0.016326982527971268,0.010031462647020817,0.01661713607609272,0.019144371151924133,0.021572409197688103
eqv,False,6,4,1000,32,0.0001,0.01582772471010685,0.015249434858560562,0.010675828903913498,0.01579008251428604,0.022291457280516624,0.022291455417871475
eqv,True,6,4,1000,32,0.0001,0.015390615910291672,0.014840332791209221,0.010479416698217392,0.015345810912549496,0.022311832755804062,0.02231183461844921
fcnn,False,6,4,1000,32,0.0001,0.012297036126255989,0.022150587290525436,0.010414806194603443,0.022651096805930138,0.014318916946649551,0.02780117467045784
fcnn,True,6,4,1000,32,0.0001,0.015110324136912823,0.015263418667018414,0.010609970428049564,0.015400733798742294,0.019618850201368332,0.021216247230768204
fcnn,False,6,16,1000,32,0.0001,0.009089470840990543,0.0193336121737957,0.006938637234270573,0.018815021961927414,0.013702772557735443,0.026788106188178062
fcnn,True,6,16,1000,32,0.0001,0.013651374727487564,0.014849836938083172,0.009424787014722824,0.015159697271883488,0.01876225695014,0.021471165120601654
eqv,False,6,4,1000,32,0.0001,0.015625346451997757,0.015050046145915985,0.010564234107732773,0.015653174370527267,0.02284710854291916,0.02284710854291916
eqv,True,6,4,1000,32,0.0001,0.016025971621274948,0.015427796170115471,0.010412541218101978,0.01569763943552971,0.021825212985277176,0.021825212985277176
fcnn,False,6,4,1000,32,0.0001,0.012691391631960869,0.021998051553964615,0.010708579793572426,0.022105665877461433,0.01651337929069996,0.027317944914102554
fcnn,True,6,4,1000,32,0.0001,0.016745353117585182,0.01636423170566559,0.011515812948346138,0.01637977920472622,0.01916145719587803,0.02129027247428894
fcnn,False,6,16,1000,32,0.0001,0.009056640788912773,0.02036619745194912,0.006539179943501949,0.019285859540104866,0.014431549236178398,0.02825140208005905
fcnn,True,6,16,1000,32,0.0001,0.01494597364217043,0.01604314148426056,0.010097670368850231,0.016541238874197006,0.018789157271385193,0.021429304033517838
eqv,False,7,4,1000,32,0.0001,0.015559201128780842,0.014997408725321293,0.01056318636983633,0.015531657263636589,0.02246646210551262,0.02246646210551262
eqv,True,7,4,1000,32,0.0001,0.016017775982618332,0.015398393385112286,0.010372449643909931,0.01584785059094429,0.02188117802143097,0.02188117802143097
fcnn,False,7,4,1000,32,0.0001,0.011249436996877193,0.02079184353351593,0.009217305108904839,0.020463941618800163,0.012341788969933987,0.026186369359493256
fcnn,True,7,4,1000,32,0.0001,0.014906533993780613,0.015837056562304497,0.010466943494975567,0.01610983908176422,0.02006573975086212,0.021252436563372612
fcnn,False,7,16,1000,32,0.0001,0.008908704854547977,0.019184201955795288,0.0065537323243916035,0.01868492178618908,0.013336556032299995,0.027241762727499008
fcnn,True,7,16,1000,32,0.0001,0.014656111598014832,0.01608295366168022,0.009936858899891376,0.016699664294719696,0.01937827095389366,0.021872367709875107
eqv,False,7,4,1000,32,0.0001,0.015471305698156357,0.014907135628163815,0.010460994206368923,0.01545064989477396,0.022419482469558716,0.022419482469558716
eqv,True,7,4,1000,32,0.0001,0.015298276208341122,0.01476202066987753,0.010471148416399956,0.015212778002023697,0.021627239882946014,0.021627239882946014
fcnn,False,7,4,1000,32,0.0001,0.012269880622625351,0.0217999629676342,0.009694728069007397,0.021845372393727303,0.01282721571624279,0.027602544054389
fcnn,True,7,4,1000,32,0.0001,0.01847114786505699,0.017458505928516388,0.011989952996373177,0.018262844532728195,0.02017696388065815,0.02219170704483986
fcnn,False,7,16,1000,32,0.0001,0.00852647889405489,0.01935838721692562,0.006413232535123825,0.019208667799830437,0.012859053909778595,0.028211820870637894
fcnn,True,7,16,1000,32,0.0001,0.013382799923419952,0.014941990375518799,0.009610234759747982,0.015246362425386906,0.018763646483421326,0.02148255705833435
eqv,False,7,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,7,4,1000,32,0.0001,0.015430884435772896,0.01488223485648632,0.010448402725160122,0.015298841521143913,0.021334674209356308,0.021334674209356308
fcnn,False,7,4,1000,32,0.0001,0.0565151683986187,0.06765371561050415,0.03793909400701523,0.07042421400547028,0.07011470943689346,0.08183872699737549
fcnn,True,7,4,1000,32,0.0001,0.014547361060976982,0.01613275334239006,0.010045302100479603,0.016391202807426453,0.017342260107398033,0.021771255880594254
fcnn,False,7,16,1000,32,0.0001,0.008924857713282108,0.01930101402103901,0.006732834503054619,0.01848289929330349,0.012513026595115662,0.027231529355049133
fcnn,True,7,16,1000,32,0.0001,0.014035886153578758,0.015621853061020374,0.009494542144238949,0.015828145667910576,0.01872340217232704,0.02126375399529934
eqv,False,7,4,1000,32,0.0001,0.015646185725927353,0.01514451950788498,0.010912246070802212,0.015344202518463135,0.020424306392669678,0.020424306392669678
eqv,True,7,4,1000,32,0.0001,0.015484319068491459,0.014923722483217716,0.010420961305499077,0.01537751592695713,0.021903330460190773,0.021903332322835922
fcnn,False,7,4,1000,32,0.0001,0.012765662744641304,0.021127739921212196,0.0089327497407794,0.019356949254870415,0.014903048984706402,0.025290530174970627
fcnn,True,7,4,1000,32,0.0001,0.016247030347585678,0.017207492142915726,0.011521064676344395,0.017001211643218994,0.02260909602046013,0.022069288417696953
fcnn,False,7,16,1000,32,0.0001,0.009461555629968643,0.019188884645700455,0.007059330586344004,0.01829512044787407,0.013207962736487389,0.02594190463423729
fcnn,True,7,16,1000,32,0.0001,0.013796625658869743,0.015173203311860561,0.0094437962397933,0.015430985018610954,0.018786408007144928,0.021487217396497726
eqv,False,7,4,1000,32,0.0001,0.01525847613811493,0.014726529829204082,0.01051918976008892,0.015223578549921513,0.022173162549734116,0.022173164412379265
eqv,True,7,4,1000,32,0.0001,0.015262305736541748,0.014726649038493633,0.010440735146403313,0.015177033841609955,0.021973831579089165,0.021973831579089165
fcnn,False,7,4,1000,32,0.0001,0.012618684209883213,0.021042268723249435,0.009788199327886105,0.020552756264805794,0.014414124190807343,0.026254599913954735
fcnn,True,7,4,1000,32,0.0001,0.014463613741099834,0.015427655540406704,0.010038793087005615,0.01555933989584446,0.020232951268553734,0.021377943456172943
fcnn,False,7,16,1000,32,0.0001,0.009597612544894218,0.019023535773158073,0.007257015444338322,0.01823132485151291,0.01272660680115223,0.025686128064990044
fcnn,True,7,16,1000,32,0.0001,0.013575351797044277,0.01487446017563343,0.009334473870694637,0.015185720287263393,0.018691664561629295,0.021314509212970734
eqv,False,7,4,1000,32,0.0001,0.015472051687538624,0.014913586899638176,0.010505826212465763,0.015444869175553322,0.022439707070589066,0.022439707070589066
eqv,True,7,4,1000,32,0.0001,0.01555835921317339,0.014985690824687481,0.010473214089870453,0.015538033097982407,0.022475654259324074,0.022475656121969223
fcnn,False,7,4,1000,32,0.0001,0.012085925787687302,0.021375473588705063,0.010360060259699821,0.020741218701004982,0.015938615426421165,0.026581628248095512
fcnn,True,7,4,1000,32,0.0001,0.01487590279430151,0.015914911404252052,0.010068072937428951,0.015863321721553802,0.02010391280055046,0.021129503846168518
fcnn,False,7,16,1000,32,0.0001,0.008992625400424004,0.01981084793806076,0.007142315618693829,0.01908392645418644,0.013553397729992867,0.027492986992001534
fcnn,True,7,16,1000,32,0.0001,0.013232431374490261,0.01495195273309946,0.009343797340989113,0.015167397446930408,0.019222239032387733,0.021440358832478523
eqv,False,7,4,1000,32,0.0001,0.015792760998010635,0.015195881016552448,0.010375850833952427,0.015652725473046303,0.0225534550845623,0.02255345694720745
eqv,True,7,4,1000,32,0.0001,0.013910583220422268,0.013465024530887604,0.009123062714934349,0.013049092143774033,0.01955326832830906,0.01955326832830906
fcnn,False,7,4,1000,32,0.0001,0.013168358244001865,0.02297999896109104,0.0094456747174263,0.022953787818551064,0.013951767235994339,0.02912233956158161
fcnn,True,7,4,1000,32,0.0001,0.01602664589881897,0.01526789553463459,0.01170582789927721,0.01598052680492401,0.0216827392578125,0.021258356049656868
fcnn,False,7,16,1000,32,0.0001,0.00870815385133028,0.018849004060029984,0.006933079566806555,0.018341418355703354,0.011992935091257095,0.02665264531970024
fcnn,True,7,16,1000,32,0.0001,0.013860260136425495,0.015416901558637619,0.009153601713478565,0.01583377830684185,0.01857142150402069,0.021335482597351074
eqv,False,7,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,7,4,1000,32,0.0001,0.01551125943660736,0.014950886368751526,0.010475853458046913,0.015430853702127934,0.02228444255888462,0.02228444442152977
fcnn,False,7,4,1000,32,0.0001,0.012347866781055927,0.02149386517703533,0.010777337476611137,0.021467184647917747,0.014051645994186401,0.02724425680935383
fcnn,True,7,4,1000,32,0.0001,0.014071202836930752,0.016223542392253876,0.009695831686258316,0.016464393585920334,0.017872989177703857,0.021674301475286484
fcnn,False,7,16,1000,32,0.0001,0.00928240641951561,0.01911936327815056,0.007220652420073748,0.01840074360370636,0.011693591251969337,0.026250356808304787
fcnn,True,7,16,1000,32,0.0001,0.014128418639302254,0.015741940587759018,0.009768759831786156,0.015996679663658142,0.01899307779967785,0.021303294226527214
eqv,False,7,4,1000,32,0.0001,0.015304864384233952,0.014782153069972992,0.010593235492706299,0.015214981511235237,0.021568261086940765,0.021568261086940765
eqv,True,7,4,1000,32,0.0001,0.015257850289344788,0.014736967161297798,0.010476511903107166,0.0150805888697505,0.02080639638006687,0.02080639824271202
fcnn,False,7,4,1000,32,0.0001,0.012982050888240337,0.02339177019894123,0.011509062722325325,0.023736437782645226,0.015629906207323074,0.029177077114582062
fcnn,True,7,4,1000,32,0.0001,0.015906916931271553,0.018941333517432213,0.011204943992197514,0.01862190105021,0.020937662571668625,0.022768639028072357
fcnn,False,7,16,1000,32,0.0001,0.008866528049111366,0.01922229863703251,0.0065796878188848495,0.018635999411344528,0.01249708142131567,0.027148431167006493
fcnn,True,7,16,1000,32,0.0001,0.014474441297352314,0.015712961554527283,0.009878415614366531,0.015797415748238564,0.01882002502679825,0.021354131400585175
eqv,False,7,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,7,4,1000,32,0.0001,0.01562931202352047,0.015058256685733795,0.010484830476343632,0.015534096397459507,0.021699314936995506,0.021699313074350357
fcnn,False,7,4,1000,32,0.0001,0.012539369985461235,0.021141327917575836,0.01049196720123291,0.021436795592308044,0.014073428697884083,0.02627456933259964
fcnn,True,7,4,1000,32,0.0001,0.015486741438508034,0.015781518071889877,0.011335751041769981,0.016341930255293846,0.018997514620423317,0.021433692425489426
fcnn,False,7,16,1000,32,0.0001,0.009317378513514996,0.01890648528933525,0.007258190307766199,0.01838340237736702,0.012642635963857174,0.025774149224162102
fcnn,True,7,16,1000,32,0.0001,0.013139890506863594,0.014973705634474754,0.009452887810766697,0.015351655893027782,0.017635228112339973,0.02173933945596218
eqv,False,8,4,1000,32,0.0001,0.015445293858647346,0.014886382967233658,0.010309922508895397,0.015250023454427719,0.021279867738485336,0.021279869601130486
eqv,True,8,4,1000,32,0.0001,0.01546115055680275,0.01491329725831747,0.010489570908248425,0.015333035960793495,0.021902306005358696,0.021902306005358696
fcnn,False,8,4,1000,32,0.0001,0.013610110618174076,0.02210325188934803,0.01163485273718834,0.02197994478046894,0.015410264953970909,0.026994572952389717
fcnn,True,8,4,1000,32,0.0001,0.014733606949448586,0.016341786831617355,0.009948850609362125,0.016618238762021065,0.019833644852042198,0.021387789398431778
fcnn,False,8,16,1000,32,0.0001,0.008835171349346638,0.019130293279886246,0.0070229689590632915,0.0180622860789299,0.013885167427361012,0.026607312262058258
fcnn,True,8,16,1000,32,0.0001,0.013090021908283234,0.014838273636996746,0.009067369624972343,0.015153122134506702,0.0177324078977108,0.021471241489052773
eqv,False,8,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,8,4,1000,32,0.0001,0.015444288961589336,0.014872314408421516,0.010361939668655396,0.015420528128743172,0.022063225507736206,0.022063225507736206
fcnn,False,8,4,1000,32,0.0001,0.012568848207592964,0.022076474502682686,0.010704067535698414,0.020966364070773125,0.018495578318834305,0.02724379487335682
fcnn,True,8,4,1000,32,0.0001,0.015800395980477333,0.015178574249148369,0.011147753335535526,0.01570831425487995,0.02219589799642563,0.02123313769698143
fcnn,False,8,16,1000,32,0.0001,0.008935056626796722,0.019724855199456215,0.0065945712849497795,0.018945245072245598,0.013059861026704311,0.0276626106351614
fcnn,True,8,16,1000,32,0.0001,0.01393709983676672,0.01559970248490572,0.009446055628359318,0.01590660959482193,0.018252957612276077,0.021454986184835434
eqv,False,8,4,1000,32,0.0001,0.015380719676613808,0.014850077219307423,0.010514147579669952,0.015204555355012417,0.021966632455587387,0.021966634318232536
eqv,True,8,4,1000,32,0.0001,0.01576273702085018,0.015168772079050541,0.010402344167232513,0.01565399579703808,0.021839940920472145,0.021839942783117294
fcnn,False,8,4,1000,32,0.0001,0.013475615531206131,0.021785972639918327,0.010035017505288124,0.02096329629421234,0.015847936272621155,0.027095548808574677
fcnn,True,8,4,1000,32,0.0001,0.01375329215079546,0.015754569321870804,0.00972779281437397,0.015799254179000854,0.01697731949388981,0.021350447088479996
fcnn,False,8,16,1000,32,0.0001,0.00907338596880436,0.019198359921574593,0.0064634601585567,0.01824900135397911,0.01143210381269455,0.026469144970178604
fcnn,True,8,16,1000,32,0.0001,0.013953864574432373,0.015438822098076344,0.009822845458984375,0.01579301990568638,0.019499104470014572,0.02139282412827015
eqv,False,8,4,1000,32,0.0001,0.0151668107137084,0.014699539169669151,0.010975128971040249,0.015107047744095325,0.022087497636675835,0.022087497636675835
eqv,True,8,4,1000,32,0.0001,0.015639653429389,0.01504481304436922,0.01041325367987156,0.01567511260509491,0.02338140271604061,0.023381400853395462
fcnn,False,8,4,1000,32,0.0001,0.012759423814713955,0.02217818982899189,0.012124747969210148,0.023078827187418938,0.01379589457064867,0.027888312935829163
fcnn,True,8,4,1000,32,0.0001,0.014649801887571812,0.015790682286024094,0.010221650823950768,0.01578669436275959,0.01842152327299118,0.02134331502020359
fcnn,False,8,16,1000,32,0.0001,0.009086670354008675,0.019371487200260162,0.007048128638416529,0.018392549827694893,0.01295684278011322,0.026586489751935005
fcnn,True,8,16,1000,32,0.0001,0.013903705403208733,0.015748728066682816,0.009822436608374119,0.016159163787961006,0.01821385696530342,0.021342437714338303
eqv,False,8,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,8,4,1000,32,0.0001,0.014347236603498459,0.013871250674128532,0.009741554968059063,0.01394463237375021,0.0225529782474041,0.022552980110049248
fcnn,False,8,4,1000,32,0.0001,0.19040703773498535,0.19015060365200043,0.1420833319425583,0.2231006920337677,0.1798829734325409,0.1917809396982193
fcnn,True,8,4,1000,32,0.0001,0.014830700121819973,0.01609884761273861,0.010117578320205212,0.01654774323105812,0.018743546679615974,0.022032247856259346
fcnn,False,8,16,1000,32,0.0001,0.008754751645028591,0.019050579518079758,0.00682727200910449,0.01873033680021763,0.01242077350616455,0.02653893269598484
fcnn,True,8,16,1000,32,0.0001,0.013408633880317211,0.014757400378584862,0.009082484990358353,0.015075674280524254,0.0174969844520092,0.021621504798531532
eqv,False,8,4,1000,32,0.0001,0.015642903745174408,0.015141477808356285,0.011274098418653011,0.015710271894931793,0.022176502272486687,0.022176502272486687
eqv,True,8,4,1000,32,0.0001,0.016108185052871704,0.015490691177546978,0.010444610379636288,0.01590270921587944,0.022189930081367493,0.022189930081367493
fcnn,False,8,4,1000,32,0.0001,0.013622255995869637,0.023187443614006042,0.01051352359354496,0.02364620752632618,0.01441839337348938,0.02809528261423111
fcnn,True,8,4,1000,32,0.0001,0.013835189864039421,0.015443787910044193,0.009865968488156796,0.015810037031769753,0.01823604479432106,0.02126137539744377
fcnn,False,8,16,1000,32,0.0001,0.008723427541553974,0.018855610862374306,0.006810731720179319,0.018282681703567505,0.013086289167404175,0.026231423020362854
fcnn,True,8,16,1000,32,0.0001,0.013401703909039497,0.01574038155376911,0.00943494401872158,0.016261745244264603,0.01804729551076889,0.021388808265328407
eqv,False,8,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,8,4,1000,32,0.0001,0.015688737854361534,0.015079845674335957,0.010166887193918228,0.015550023876130581,0.021872933954000473,0.021872935816645622
fcnn,False,8,4,1000,32,0.0001,0.013323257677257061,0.02154705859720707,0.010549880564212799,0.02103891782462597,0.015095317736268044,0.026013163849711418
fcnn,True,8,4,1000,32,0.0001,0.014628843404352665,0.015560094267129898,0.010839232243597507,0.01658613607287407,0.019228249788284302,0.021540429443120956
fcnn,False,8,16,1000,32,0.0001,0.009221822023391724,0.018909212201833725,0.007285290863364935,0.018300974741578102,0.012647963128983974,0.02605355530977249
fcnn,True,8,16,1000,32,0.0001,0.013166256248950958,0.014674212783575058,0.009389130398631096,0.014875267632305622,0.018602753058075905,0.02187339961528778
eqv,False,8,4,1000,32,0.0001,0.016172710806131363,0.01556149497628212,0.010518092662096024,0.015919839963316917,0.021817371249198914,0.021817371249198914
eqv,True,8,4,1000,32,0.0001,0.015363246202468872,0.014830093830823898,0.010491362772881985,0.01520426757633686,0.020980313420295715,0.020980313420295715
fcnn,False,8,4,1000,32,0.0001,0.01557372696697712,0.023220423609018326,0.010752520523965359,0.023571094498038292,0.015928000211715698,0.02732149511575699
fcnn,True,8,4,1000,32,0.0001,0.015379413962364197,0.015383416786789894,0.011758381500840187,0.015888849273324013,0.01984819397330284,0.021734900772571564
fcnn,False,8,16,1000,32,0.0001,0.008282882161438465,0.01969132386147976,0.006015279330313206,0.01872691698372364,0.013424314558506012,0.028404368087649345
fcnn,True,8,16,1000,32,0.0001,0.013139081187546253,0.014785699546337128,0.00892229937016964,0.015146026387810707,0.018018044531345367,0.021775810047984123
eqv,False,8,4,1000,32,0.0001,0.015421419404447079,0.014875981025397778,0.01049493346363306,0.015317450277507305,0.021568240597844124,0.021568238735198975
eqv,True,8,4,1000,32,0.0001,0.01545378565788269,0.014903106726706028,0.010449832305312157,0.01531816367059946,0.021675346419215202,0.021675346419215202
fcnn,False,8,4,1000,32,0.0001,0.060904957354068756,0.08359428495168686,0.07336653769016266,0.07557709515094757,0.14068041741847992,0.09778599441051483
fcnn,True,8,4,1000,32,0.0001,0.014589691534638405,0.015402160584926605,0.01006316114217043,0.015794578939676285,0.019019145518541336,0.021295761689543724
fcnn,False,8,16,1000,32,0.0001,0.008122851140797138,0.01984783262014389,0.005853819660842419,0.019337620586156845,0.012887956574559212,0.02892582304775715
fcnn,True,8,16,1000,32,0.0001,0.013423724099993706,0.01563260518014431,0.009832609444856644,0.016213679686188698,0.018496692180633545,0.021557971835136414
eqv,False,8,4,1000,32,0.0001,0.016463732346892357,0.01579979620873928,0.010501808486878872,0.016372662037611008,0.023192904889583588,0.023192908614873886
eqv,True,8,4,1000,32,0.0001,0.01563161611557007,0.01506387535482645,0.01037610974162817,0.015393577516078949,0.021976571530103683,0.021976571530103683
fcnn,False,8,4,1000,32,0.0001,0.01142492052167654,0.02002025954425335,0.009454488754272461,0.01945098303258419,0.013733443804085255,0.02583172731101513
fcnn,True,8,4,1000,32,0.0001,0.014461996033787727,0.015638764947652817,0.010339198634028435,0.016061922535300255,0.01760992407798767,0.021197784692049026
fcnn,False,8,16,1000,32,0.0001,0.00963347963988781,0.01930982992053032,0.007397310342639685,0.01809830777347088,0.01270111184567213,0.025872506201267242
fcnn,True,8,16,1000,32,0.0001,0.013893389143049717,0.015551917254924774,0.0094999298453331,0.016104217618703842,0.018253270536661148,0.02147117629647255
eqv,False,9,4,1000,32,0.0001,0.01550835371017456,0.014943435788154602,0.010596401989459991,0.01559446845203638,0.022948946803808212,0.02294894866645336
eqv,True,9,4,1000,32,0.0001,0.014589260332286358,0.014115199446678162,0.010279456153512001,0.01447041891515255,0.022823669016361237,0.022823669016361237
fcnn,False,9,4,1000,32,0.0001,0.01378212682902813,0.024634677916765213,0.013050221838057041,0.022930841892957687,0.01873285137116909,0.03034142777323723
fcnn,True,9,4,1000,32,0.0001,0.01499734167009592,0.015896480530500412,0.009515678510069847,0.016378840431571007,0.02068796008825302,0.02222580462694168
fcnn,False,9,16,1000,32,0.0001,0.009586915373802185,0.01914975792169571,0.007092008367180824,0.01807507500052452,0.012632956728339195,0.026133975014090538
fcnn,True,9,16,1000,32,0.0001,0.013803642243146896,0.015501701273024082,0.00950590893626213,0.015954377129673958,0.01818358711898327,0.021514222025871277
eqv,False,9,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,9,4,1000,32,0.0001,0.015618322417140007,0.015092135407030582,0.010661104694008827,0.015309814363718033,0.020862828940153122,0.020862828940153122
fcnn,False,9,4,1000,32,0.0001,0.013631857000291348,0.02207368239760399,0.008955705910921097,0.021070383489131927,0.015805911272764206,0.027220727875828743
fcnn,True,9,4,1000,32,0.0001,0.01345839723944664,0.015794828534126282,0.010164259932935238,0.01581503078341484,0.017647286877036095,0.021273253485560417
fcnn,False,9,16,1000,32,0.0001,0.009127169847488403,0.018822668120265007,0.007177439052611589,0.01837341859936714,0.012502824887633324,0.02601543627679348
fcnn,True,9,16,1000,32,0.0001,0.013705406337976456,0.015529485419392586,0.009440573863685131,0.015853138640522957,0.018478965386748314,0.021419480443000793
eqv,False,9,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,9,4,1000,32,0.0001,0.015411248430609703,0.014857187867164612,0.010392880998551846,0.015291396528482437,0.021906692534685135,0.021906690672039986
fcnn,False,9,4,1000,32,0.0001,0.01234436221420765,0.020821793004870415,0.01095480564981699,0.02055966667830944,0.015551477670669556,0.025465913116931915
fcnn,True,9,4,1000,32,0.0001,0.015029294416308403,0.01656283438205719,0.010595950298011303,0.016308169811964035,0.019133158028125763,0.021559441462159157
fcnn,False,9,16,1000,32,0.0001,0.009300721809267998,0.018830813467502594,0.007080549839884043,0.01807628944516182,0.01205901987850666,0.02570241130888462
fcnn,True,9,16,1000,32,0.0001,0.013539716601371765,0.01562926545739174,0.009757173247635365,0.016243724152445793,0.017709169536828995,0.021465051919221878
eqv,False,9,4,1000,32,0.0001,0.015410255640745163,0.014864500612020493,0.010427544824779034,0.015251906588673592,0.020960669964551926,0.020960669964551926
eqv,True,9,4,1000,32,0.0001,0.014020798727869987,0.013510801829397678,0.008772830478847027,0.013270745053887367,0.019280701875686646,0.019280701875686646
fcnn,False,9,4,1000,32,0.0001,0.011806841939687729,0.02127896063029766,0.008388622663915157,0.020537493750452995,0.012006044387817383,0.025745272636413574
fcnn,True,9,4,1000,32,0.0001,0.016024626791477203,0.0182313472032547,0.011052228510379791,0.017624132335186005,0.018999271094799042,0.022667571902275085
fcnn,False,9,16,1000,32,0.0001,0.00880650244653225,0.018938561901450157,0.007106395438313484,0.018100442364811897,0.014080666936933994,0.02641947567462921
fcnn,True,9,16,1000,32,0.0001,0.013496380299329758,0.015440499410033226,0.009287973865866661,0.01609300635755062,0.018255170434713364,0.021646518260240555
eqv,False,9,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
eqv,True,9,4,1000,32,0.0001,0.01551160030066967,0.0149306645616889,0.010189971886575222,0.015325011685490608,0.02141682058572769,0.02141682244837284
fcnn,False,9,4,1000,32,0.0001,0.013349214568734169,0.02249227836728096,0.012222078628838062,0.022928845137357712,0.013900907710194588,0.027651093900203705
fcnn,True,9,4,1000,32,0.0001,0.014381226152181625,0.01610267162322998,0.010397001169621944,0.016971614211797714,0.017491361126303673,0.021975595504045486
fcnn,False,9,16,1000,32,0.0001,0.009137485176324844,0.019378675147891045,0.006943162530660629,0.018686698749661446,0.01170540601015091,0.026390906423330307
fcnn,True,9,16,1000,32,0.0001,0.01339702308177948,0.01557215116918087,0.009472131729125977,0.015822285786271095,0.019251838326454163,0.021356461569666862
eqv,False,9,4,1000,32,0.0001,0.36476004123687744,0.36261308193206787,0.3622128963470459,0.3814908266067505,0.3537977933883667,0.3537977933883667
