,mfc1,mfc2,mfc3,mfc4,x1,y1,s1,x2,y2,s2,x3,y3,s3,n,split
910.0,0.384190797805786,0.319501250982285,0.207090631127357,0.329438537359238,0.4984,0.1762,0.6,0.290075,0.294925,0.45,0.044875,0.69375,0.45,3,train
911.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
912.0,0.481447339057922,0.36802214384079,0.314506411552429,1.0170830488205,0.4383,0.312475,0.6,0.275625,0.507775,0.6,0.08015,0.963475,0.6,3,train
913.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
914.0,0.174940079450607,0.40042370557785,0.343332946300507,0.180323213338852,0.789475,0.12045,0.3,0.8852,0.3921,0.6,0.826875,0.858775,0.45,3,train
915.0,0.218680888414383,0.27826988697052,0.232625246047974,0.215233415365219,0.162725,0.469125,0.45,0.743425,0.448875,0.6,,,,2,train
916.0,0.135069727897644,0.225843206048012,0.21559476852417,0.146377220749855,0.78475,0.496525,0.6,,,,,,,1,train
917.0,0.0243120696395636,0.0190916284918785,0.0202656239271164,0.0612153820693493,0.1711,0.73515,0.3,,,,,,,1,train
918.0,0.263154774904251,0.505261361598969,0.453542649745941,0.316699504852295,0.92745,0.315925,0.6,0.616375,0.713425,0.6,0.8068,0.786275,0.3,3,train
919.0,0.0373815968632698,0.0218461584299803,0.0201183296740055,0.0477849058806896,0.0708,0.5149,0.3,,,,,,,1,train
921.0,0.170416414737701,0.268105417490005,0.22986201941967,0.149947226047516,0.22415,0.176525,0.3,0.9732,0.47605,0.6,,,,2,train
922.0,0.0737799853086472,0.0493033826351166,0.0619886741042137,0.117881037294864,0.009625,0.418125,0.3,0.365025,0.827475,0.45,,,,2,train
923.0,0.124861292541027,0.283998757600784,0.35471048951149,0.154942631721497,0.98525,0.022375,0.3,0.83475,0.63305,0.6,0.88305,0.969925,0.3,3,train
924.0,0.38261091709137,0.175187185406685,0.113352559506893,0.141465932130814,0.2476,0.113325,0.6,0.99115,0.37915,0.3,,,,2,train
925.0,0.204951152205467,0.187464103102684,0.249842241406441,0.472255885601044,0.577,0.196,0.3,0.069175,0.732375,0.45,0.39395,0.99865,0.6,3,train
926.0,0.0518339052796364,0.113794326782226,0.063874639570713,0.236792370676994,0.83935,0.03375,0.3,0.970525,0.485925,0.3,0.0926,0.92145,0.45,3,train
927.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
928.0,0.225397884845734,0.28458845615387,0.35614475607872,0.202557072043419,0.424675,0.291,0.3,0.6225,0.389625,0.6,0.865125,0.9447,0.45,3,train
929.0,0.0512679480016232,0.0500230751931667,0.0748234838247299,0.0896984115242958,0.48485,0.755225,0.45,,,,,,,1,train
930.0,0.122277788817882,0.136748537421227,0.186266332864761,0.190519645810127,0.448725,0.29685,0.3,0.8621,0.635625,0.45,0.33485,0.857125,0.45,3,train
931.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
932.0,0.0281320735812187,0.0339455604553223,0.146747305989265,0.0470557771623135,0.815275,0.9643,0.45,,,,,,,1,train
933.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
935.0,0.618459224700928,0.619107902050018,0.372677177190781,0.371792078018188,0.283525,0.2098,0.6,0.5056,0.078075,0.6,0.760375,0.37115,0.6,3,train
936.0,0.142825394868851,0.134044319391251,0.160553380846977,0.200485482811928,0.454225,0.628525,0.6,,,,,,,1,train
937.0,0.184507593512535,0.219169527292252,0.164655685424805,0.16689570248127,0.567425,0.391075,0.6,,,,,,,1,train
938.0,0.087574377655983,0.0115160616114735,0.0,0.0171501561999321,0.07205,0.001675,0.3,,,,,,,1,train
939.0,0.35539972782135,0.22797030210495,0.178868323564529,0.27008381485939,0.351,0.228675,0.6,0.2608,0.479375,0.45,0.311825,0.9494,0.3,3,train
940.0,0.0432255156338215,0.121365614235401,0.040161982178688,0.0424603596329689,0.796,0.18095,0.45,,,,,,,1,train
941.0,0.123238012194633,0.105322949588298,0.155721053481102,0.351572424173355,0.308375,0.886025,0.6,,,,,,,1,train
942.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
944.0,0.0573590211570263,0.0367774143815041,0.0396871939301491,0.118434198200702,0.084925,0.680425,0.45,,,,,,,1,train
945.0,0.138350158929825,0.233139157295227,0.105572424829006,0.101797796785831,0.654075,0.206725,0.6,,,,,,,1,train
946.0,0.449578821659088,0.254637390375137,0.189378082752228,0.265797793865204,0.2909,0.1188,0.6,0.53315,0.336975,0.45,0.261975,0.7556,0.45,3,train
947.0,0.0716693699359894,0.0965074673295021,0.42820018529892,0.10477203130722,0.853975,0.8561,0.6,,,,,,,1,train
948.0,0.17914941906929,0.251165390014648,0.282878518104553,0.202494338154793,0.650775,0.18605,0.3,0.668375,0.60455,0.6,0.77585,0.514025,0.3,3,train
949.0,0.257730782032013,0.0590335950255394,0.134138882160187,0.154272645711899,0.03295,0.031975,0.45,0.3254,0.92605,0.45,0.895925,0.860025,0.3,3,train
950.0,0.0487043745815754,0.117840953171253,0.068894550204277,0.0513370148837566,0.94785,0.36465,0.45,,,,,,,1,train
951.0,0.116813294589519,0.187835574150085,0.0956616178154945,0.282892227172852,0.839425,0.1409,0.45,0.2915,0.55905,0.45,0.055325,0.89765,0.45,3,train
952.0,0.212724700570107,0.185247197747231,0.154380694031715,0.185875788331032,0.452825,0.40835,0.6,,,,,,,1,train
953.0,0.0425215288996696,0.0244578886777163,0.0205290392041206,0.0350985378026962,0.29,0.33445,0.3,,,,,,,1,train
954.0,0.142970815300941,0.128425449132919,0.195000126957893,0.273406445980072,0.417675,0.771,0.6,,,,,,,1,train
955.0,0.0255893394351006,0.0499507412314415,0.0191373601555824,0.0258683431893587,0.706925,0.0773,0.3,,,,,,,1,train
956.0,0.0428739711642265,0.0447280928492546,0.131460711359978,0.114467531442642,0.158225,0.929625,0.3,0.7404,0.916,0.45,,,,2,train
957.0,0.0307560432702303,0.0335635505616665,0.103852309286594,0.0556978993117809,0.596075,0.93625,0.3,0.888825,0.8509,0.3,,,,2,train
958.0,0.126689851284027,0.0944235548377037,0.1343974173069,0.0881755575537682,0.069875,0.17095,0.3,0.559175,0.3578,0.3,0.85885,0.692225,0.45,3,train
959.0,0.11421363055706,0.083520196378231,0.15669858455658,0.0927540808916092,0.216775,0.082025,0.3,0.588775,0.39715,0.3,0.74935,0.9361,0.45,3,train
961.0,0.114877060055732,0.0862344801425934,0.0569313950836658,0.0889114588499069,0.469475,0.195875,0.45,0.004225,0.4885,0.3,,,,2,train
962.0,0.058554757386446,0.0744297131896019,0.500538051128387,0.0910214483737946,0.8708,0.917125,0.6,,,,,,,1,train
963.0,0.0841522365808487,0.0564357116818428,0.0698288679122925,0.148810982704163,0.149,0.605775,0.45,0.408375,0.924575,0.3,,,,2,train
964.0,0.0386550948023796,0.0264402087777853,0.0303323827683926,0.151047393679619,0.03245,0.80465,0.45,,,,,,,1,train
965.0,0.0457410588860512,0.115217126905918,0.0405896045267582,0.0413122177124023,0.770525,0.18585,0.45,,,,,,,1,train
966.0,0.0987481698393822,0.0725678354501724,0.10497410595417,0.244227007031441,0.065725,0.70495,0.45,0.35895,0.898575,0.45,,,,2,train
967.0,0.165100112557411,0.127179548144341,0.174270704388618,0.444202482700348,0.67845,0.68295,0.3,0.1511,0.77535,0.6,0.40665,0.7684,0.3,3,train
968.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
970.0,0.414244711399078,0.352012246847153,0.251642882823944,0.635549247264862,0.397575,0.24835,0.6,0.59995,0.0369,0.6,0.127775,0.86265,0.6,3,train
971.0,0.0485826134681702,0.074040025472641,0.106868639588356,0.0639759674668312,0.8057,0.61055,0.45,,,,,,,1,train
972.0,0.215837106108665,0.246447756886482,0.36347883939743,0.288362890481949,0.510075,0.44065,0.45,0.2391,0.693675,0.45,0.70795,0.69005,0.6,3,train
973.0,0.0630889385938644,0.145797654986382,0.0696690604090691,0.0600572526454926,0.747325,0.09785,0.45,0.776775,0.5671,0.3,,,,2,train
974.0,0.741896331310272,0.424387902021408,0.177293732762337,0.191327586770058,0.003375,0.098725,0.6,0.73445,0.14065,0.6,0.4667,0.56865,0.3,3,train
975.0,0.062222745269537,0.051509615033865,0.069813534617424,0.112480148673057,0.38115,0.70605,0.45,,,,,,,1,train
976.0,0.185602262616158,0.0492684431374073,0.0464184880256653,0.106050670146942,0.12965,0.1462,0.45,0.23095,0.9,0.3,,,,2,train
977.0,0.133145913481712,0.376988768577576,0.109088875353336,0.103204317390918,0.7555,0.10925,0.6,,,,,,,1,train
978.0,0.0853604152798653,0.483617216348648,0.0770829916000366,0.0735207498073578,0.86275,0.08365,0.6,,,,,,,1,train
979.0,0.168982729315758,0.275296658277512,0.498752564191818,0.202704936265945,0.81235,0.483325,0.6,0.811375,0.9758,0.6,,,,2,train
980.0,0.299175381660461,0.681220948696136,0.10340692102909,0.129724279046059,0.14385,0.25,0.45,0.2559,0.05675,0.45,0.9911,0.089325,0.6,3,train
981.0,0.150470927357674,0.223732814192772,0.350341856479645,0.198599562048912,0.867375,0.43975,0.45,0.336825,0.686825,0.3,0.792525,0.7431,0.6,3,train
982.0,0.239466920495033,0.295907288789749,0.281260073184967,0.289098978042603,0.5401,0.078525,0.3,0.2047,0.6598,0.45,0.7223,0.5079,0.6,3,train
983.0,0.0849817022681236,0.0378041677176952,0.0320158377289772,0.0615138486027718,0.247225,0.211975,0.3,0.098375,0.4744,0.3,,,,2,train
984.0,0.23164926469326,0.21534164249897,0.224581554532051,0.251718312501907,0.69975,0.28555,0.3,0.39365,0.5193,0.6,0.788825,0.750725,0.3,3,train
985.0,0.0524843111634254,0.0683803632855415,0.183805719017982,0.0790678486227989,0.582775,0.753325,0.3,0.990825,0.765025,0.45,,,,2,train
986.0,0.193774163722992,0.125283762812614,0.158628791570663,0.547618746757507,0.19625,0.361125,0.45,0.9129,0.679175,0.3,0.049575,0.835575,0.6,3,train
987.0,0.124455705285072,0.134881913661957,0.371914505958557,0.128410175442696,0.515625,0.11885,0.3,0.298525,0.415525,0.3,0.89685,0.827225,0.6,3,train
988.0,0.0276892315596342,0.0185906626284122,0.0194361694157124,0.0605824701488018,0.104975,0.674075,0.3,,,,,,,1,train
991.0,0.0598224140703678,0.0483002662658691,0.0479657724499702,0.0682702586054802,0.4043,0.499075,0.45,,,,,,,1,train
992.0,0.105783767998218,0.123746886849403,0.316124200820923,0.169789403676987,0.6882,0.845125,0.6,,,,,,,1,train
993.0,0.164298817515373,0.141889482736588,0.232344463467598,0.281311571598053,0.19005,0.4111,0.3,0.4757,0.841425,0.6,,,,2,train
994.0,0.427130281925201,0.47536364197731,0.707139551639557,0.533173739910126,0.440575,0.566275,0.6,0.596975,0.61385,0.6,0.7606,0.739575,0.6,3,train
995.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
996.0,0.0980706736445427,0.174641266465187,0.0851844921708107,0.0848807170987129,0.7266,0.20235,0.45,0.64905,0.3069,0.45,,,,2,train
997.0,0.209750011563301,0.127111315727234,0.157300680875778,0.211168512701988,0.0937,0.3467,0.45,0.296025,0.47935,0.45,0.52755,0.86915,0.45,3,train
998.0,0.0938768163323402,0.0407648980617523,0.0278819631785154,0.0459432564675808,0.27925,0.1232,0.45,,,,,,,1,train
2.0,0.17662812769413,0.23368901014328,0.454893469810486,0.189911723136902,0.581525,0.3167,0.45,0.82505,0.799875,0.6,,,,2,test
29.0,0.186572909355164,0.201799392700195,0.180965587496758,0.359805196523666,0.58495,0.0772,0.45,0.304525,0.87675,0.6,,,,2,test
33.0,0.391316413879395,0.45909583568573,0.228282123804092,0.33643251657486,0.70925,0.123475,0.6,0.05545,0.4824,0.6,,,,2,test
46.0,0.0188691709190607,0.0462816469371319,0.0143637135624885,0.0189368855208158,0.7824,0.260325,0.3,,,,,,,1,test
48.0,0.0,0.00893719401210546,0.0,0.088671013712883,0.076975,0.98635,0.3,,,,,,,1,test
65.0,0.109098464250564,0.184012740850449,0.273821771144867,0.126891598105431,0.9117,0.624375,0.6,,,,,,,1,test
75.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,test
95.0,0.0121033648028969,0.0144296512007713,0.0,0.0677402913570404,0.11965,0.893775,0.3,,,,,,,1,test
103.0,0.522527277469635,0.314365416765213,0.309348493814468,0.52463310956955,0.137625,0.007325,0.45,0.0783,0.6444,0.6,0.507,0.520725,0.6,3,test
105.0,0.182788074016571,0.313803374767303,0.163011744618416,0.163147836923599,0.68955,0.238775,0.6,0.40845,0.81505,0.3,,,,2,test
113.0,0.0587034747004509,0.0438745692372322,0.0379966534674168,0.135050669312477,0.040275,0.707625,0.45,,,,,,,1,test
116.0,0.173420011997223,0.257562100887299,0.163554772734642,0.487698674201965,0.66415,0.10385,0.45,0.84345,0.127075,0.3,0.196275,0.946875,0.6,3,test
128.0,0.0899535119533539,0.101707480847835,0.10281603038311,0.100562036037445,0.479625,0.422675,0.3,0.57035,0.600175,0.45,,,,2,test
131.0,0.110637053847312,0.113084912300109,0.082218125462532,0.0984295830130577,0.4856,0.2809,0.45,0.433875,0.644025,0.3,,,,2,test
140.0,0.45478618144989,0.243599206209183,0.217762723565102,0.364129334688187,0.028675,0.357375,0.6,0.400825,0.3288,0.45,0.327,0.76755,0.45,3,test
144.0,0.163206398487091,0.155675739049911,0.209540173411369,0.400611370801926,0.5222,0.563225,0.3,0.13765,0.973025,0.3,0.363575,0.845725,0.6,3,test
178.0,0.314890325069427,0.401104897260666,0.713738143444061,0.247046172618866,0.6532,0.15695,0.6,0.276275,0.328525,0.45,0.8854,0.957,0.6,3,test
183.0,0.0223483741283417,0.0303988549858332,0.0292895827442408,0.0304787289351225,0.704275,0.49115,0.3,,,,,,,1,test
206.0,0.16941711306572,0.127917885780334,0.171914383769035,0.488261461257935,0.09435,0.85655,0.45,0.257025,0.77125,0.6,,,,2,test
217.0,0.0465477891266346,0.0208852495998144,0.0171858835965395,0.0317220501601696,0.19315,0.29375,0.3,,,,,,,1,test
218.0,0.0642981454730034,0.0312220938503742,0.0336968377232552,0.0980460420250893,0.028975,0.4592,0.3,0.151,0.807125,0.3,,,,2,test
221.0,0.144147261977196,0.117857813835144,0.129792734980583,0.0990199521183968,0.17555,0.074,0.3,0.3921,0.40425,0.3,0.815625,0.56825,0.45,3,test
240.0,0.341774791479111,0.47436985373497,0.537180125713348,0.384718120098114,0.30725,0.437925,0.45,0.782675,0.346775,0.6,0.647775,0.94515,0.6,3,test
267.0,0.151071429252625,0.197095021605492,0.267772704362869,0.19076469540596,0.7921,0.3945,0.3,0.65265,0.6558,0.6,,,,2,test
268.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,test
269.0,0.0675821602344513,0.164967238903046,0.0580912716686726,0.0939484760165215,0.81255,0.14105,0.45,0.09625,0.703375,0.3,,,,2,test
273.0,0.348359555006027,0.196096301078796,0.303891450166702,0.267956286668777,0.15985,0.370825,0.6,0.591925,0.452925,0.3,0.7904,0.961125,0.45,3,test
274.0,0.135080859065056,0.35017853975296,0.103412680327892,0.10005448013544,0.74695,0.0104,0.6,,,,,,,1,test
277.0,0.363680720329285,0.326230615377426,0.288193136453629,0.307985037565231,0.303925,0.026075,0.45,0.630175,0.174475,0.45,0.501925,0.612025,0.6,3,test
293.0,0.0584492534399033,0.0991156473755836,0.100192159414291,0.0666581094264984,0.838775,0.469575,0.45,,,,,,,1,test
308.0,0.288218677043915,0.277574628591537,0.249645456671715,0.258740335702896,0.4059,0.416425,0.45,0.5032,0.3755,0.6,0.658425,0.986225,0.3,3,test
320.0,0.0254361536353827,0.0306924413889647,0.0287287030369043,0.0304752681404352,0.6111,0.480875,0.3,,,,,,,1,test
321.0,0.124379374086856,0.365286648273468,0.0964734181761742,0.0895712226629257,0.75125,0.015825,0.6,,,,,,,1,test
328.0,0.0437136739492416,0.0459097996354103,0.107334583997726,0.0812622308731079,0.592875,0.979475,0.45,,,,,,,1,test
333.0,0.725109338760376,0.272396415472031,0.175178378820419,0.218691796064377,0.22345,0.09255,0.6,0.287975,0.0179,0.6,,,,2,test
339.0,0.0167872793972492,0.0258671287447214,0.0413960255682468,0.0230793245136738,0.86865,0.596275,0.3,,,,,,,1,test
342.0,0.0626681670546532,0.157651305198669,0.0512393862009048,0.0859340131282806,0.78195,0.0749,0.45,0.1273,0.746125,0.3,,,,2,test
347.0,0.127132579684258,0.115996554493904,0.185986697673798,0.260498642921448,0.410825,0.825125,0.6,,,,,,,1,test
352.0,0.0612429678440094,0.0309937633574009,0.0324700325727463,0.0874794945120811,0.034875,0.370925,0.3,0.174125,0.8349,0.3,,,,2,test
373.0,0.208988845348358,0.187922060489655,0.321582645177841,0.278991430997849,0.3394,0.4093,0.45,0.57,0.90785,0.6,,,,2,test
387.0,0.0338346436619759,0.048991858959198,0.144165977835655,0.0469110198318958,0.978,0.762075,0.45,,,,,,,1,test
395.0,0.340087592601776,0.24639043211937,0.236316010355949,0.253794819116592,0.245575,0.023225,0.45,0.08625,0.5451,0.3,0.537025,0.52775,0.6,3,test
403.0,0.0874355733394623,0.093670979142189,0.147040903568268,0.124374262988567,0.098,0.705575,0.3,0.359375,0.575775,0.3,0.821775,0.682725,0.45,3,test
418.0,0.0337895005941391,0.157651633024216,0.0385904498398304,0.0302951149642467,0.9607,0.196,0.45,,,,,,,1,test
432.0,0.0408779159188271,0.044885165989399,0.107218869030475,0.063063956797123,0.6532,0.84465,0.45,,,,,,,1,test
446.0,0.457703530788422,0.309367269277573,0.224276602268219,0.23864683508873,0.33025,0.172625,0.6,0.098075,0.366175,0.45,0.8938,0.44695,0.45,3,test
447.0,0.122382462024688,0.217786550521851,0.104396387934684,0.182672336697578,0.707875,0.127675,0.45,0.7835,0.080775,0.3,0.202925,0.7771,0.45,3,test
469.0,0.0712114945054054,0.0620264112949371,0.058237049728632,0.0842631086707115,0.437325,0.4808,0.45,,,,,,,1,test
471.0,0.120896235108375,0.0991452485322952,0.247425571084023,0.174867138266563,0.0641,0.565725,0.45,0.72915,0.9706,0.3,0.83845,0.83975,0.45,3,test
472.0,0.267135143280029,0.225514560937881,0.245216637849808,0.266565710306168,0.404925,0.397125,0.6,0.570325,0.858325,0.45,,,,2,test
477.0,0.170664176344872,0.789032459259033,0.247730195522308,0.320979416370392,0.93255,0.0359,0.6,0.35835,0.785275,0.6,0.8795,0.810975,0.3,3,test
485.0,0.457294046878815,0.237048789858818,0.129732057452202,0.142082586884499,0.01915,0.103925,0.45,0.4643,0.010675,0.6,,,,2,test
499.0,0.134356930851936,0.159005969762802,0.471661061048508,0.203530251979828,0.6799,0.979825,0.6,0.832475,0.810525,0.45,,,,2,test
500.0,0.131237953901291,0.0419957898557186,0.0327903218567371,0.051818709820509,0.1308,0.24535,0.45,,,,,,,1,test
508.0,0.0313237756490707,0.0430008098483086,0.0215319655835629,0.0239678472280502,0.6077,0.11755,0.3,,,,,,,1,test
529.0,0.199004083871841,0.24729560315609,0.241248995065689,0.2945476770401,0.93555,0.367425,0.45,0.380375,0.709275,0.6,,,,2,test
531.0,0.0435918308794498,0.0537844151258469,0.0929804593324661,0.0601998567581177,0.706125,0.702125,0.45,,,,,,,1,test
546.0,0.500808835029602,0.264197021722794,0.411742508411407,0.215219229459763,0.206875,0.05535,0.6,0.8801,0.711925,0.6,,,,2,test
552.0,0.0499204620718956,0.0267482008785009,0.0292301550507545,0.0848109796643257,0.065125,0.422025,0.3,0.147675,0.8464,0.3,,,,2,test
557.0,0.210189402103424,0.197940319776535,0.208396151661873,0.369943976402283,0.634275,0.394725,0.45,0.23725,0.737825,0.6,,,,2,test
581.0,0.156344339251518,0.271420270204544,0.234589621424675,0.145211324095726,0.724425,0.357775,0.6,0.9703,0.873525,0.3,,,,2,test
590.0,0.114244952797889,0.179904595017433,0.167837738990784,0.132564008235931,0.681175,0.074675,0.45,0.02705,0.686825,0.3,0.826425,0.71995,0.6,3,test
597.0,0.0872911363840103,0.159014791250229,0.192271634936333,0.0982893630862236,0.821125,0.382975,0.45,0.89165,0.70895,0.45,,,,2,test
599.0,0.30494299530983,0.836712956428528,0.3205226957798,0.232273325324059,0.359075,0.080325,0.45,0.887325,0.0322,0.6,0.822875,0.49325,0.6,3,test
600.0,0.0231226831674576,0.0177943576127291,0.021811468526721,0.0456216745078564,0.29495,0.707225,0.3,,,,,,,1,test
615.0,0.0240037310868502,0.0225238725543022,0.0301650334149599,0.0421641543507576,0.47055,0.703,0.3,,,,,,,1,test
624.0,0.288344621658325,0.221632853150368,0.185790210962296,0.236514523625374,0.144825,0.49455,0.3,0.357125,0.373625,0.6,0.595875,0.44505,0.3,3,test
635.0,0.119020923972129,0.119496934115886,0.278723061084747,0.128337025642395,0.327325,0.106475,0.3,0.854225,0.728175,0.45,0.7265,0.95135,0.45,3,test
636.0,0.0466808490455151,0.0531314611434937,0.0649749338626862,0.0627277791500092,0.58795,0.593825,0.45,,,,,,,1,test
642.0,0.180742040276527,0.225038841366768,0.20960009098053,0.317120164632797,0.85495,0.02465,0.3,0.7121,0.49175,0.3,0.3497,0.737925,0.6,3,test
655.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,test
659.0,0.192493006587029,0.114982388913631,0.186658933758736,0.423268765211105,0.048625,0.174425,0.3,0.172125,0.8057,0.6,0.784675,0.991275,0.3,3,test
684.0,0.0525621362030506,0.0202766284346581,0.0169428791850805,0.0305441841483116,0.1152,0.285375,0.3,,,,,,,1,test
724.0,0.147677600383759,0.0533283241093159,0.0355977974832058,0.0537363439798355,0.25095,0.04985,0.45,,,,,,,1,test
730.0,0.321831345558167,0.306137382984161,0.317980915307999,0.303032994270325,0.45745,0.07815,0.6,0.554675,0.70365,0.6,,,,2,test
736.0,0.0125261610373854,0.0161560457199812,0.0558791980147362,0.0209461152553558,0.91145,0.81275,0.3,,,,,,,1,test
738.0,0.0368685387074947,0.025553472340107,0.0165446400642395,0.0261325035244226,0.392525,0.1659,0.3,,,,,,,1,test
744.0,0.110892452299594,0.144583582878113,0.115722760558128,0.17177651822567,0.631125,0.156125,0.45,0.36485,0.932475,0.45,,,,2,test
761.0,0.283574104309082,0.276752024888992,0.432286649942398,0.467658311128616,0.4137,0.713025,0.6,0.5547,0.8054,0.6,,,,2,test
768.0,0.175703093409538,0.133589029312134,0.185704752802849,0.438069462776184,0.002875,0.739575,0.6,0.459825,0.73915,0.3,0.940275,0.741025,0.3,3,test
776.0,0.0273913890123367,0.0438948161900043,0.261493325233459,0.0370220988988876,0.9417,0.516725,0.3,0.9399,0.956525,0.45,,,,2,test
779.0,0.192511826753616,0.334360539913177,0.274573117494583,0.294112145900726,0.899775,0.4163,0.6,0.43195,0.659725,0.3,0.29925,0.9787,0.45,3,test
797.0,0.0365400724112988,0.030815202742815,0.0202249363064766,0.0324693955481052,0.387575,0.306725,0.3,,,,,,,1,test
806.0,0.469937771558762,0.439837783575058,0.365266442298889,0.42696824669838,0.426925,0.088,0.6,0.5939,0.010925,0.45,0.455375,0.8328,0.6,3,test
808.0,0.292145609855652,0.303963214159012,0.227020442485809,0.258474498987198,0.43895,0.02315,0.3,0.55115,0.3846,0.6,0.35885,0.6021,0.45,3,test
824.0,0.0260250382125378,0.0196705292910337,0.0187302194535732,0.0582193434238434,0.10555,0.68465,0.3,,,,,,,1,test
829.0,0.0747198387980461,0.0752199739217758,0.132279604673386,0.161533161997795,0.4687,0.92955,0.6,,,,,,,1,test
861.0,0.194362908601761,0.194168955087662,0.273252785205841,0.264701336622238,0.025525,0.330625,0.3,0.818575,0.317275,0.3,0.54375,0.809775,0.6,3,test
882.0,0.0419998206198215,0.0632151514291763,0.0523613840341568,0.0580037273466587,0.941975,0.398775,0.3,0.430775,0.652775,0.3,,,,2,test
886.0,0.19949309527874,0.240507811307907,0.309722125530243,0.225940406322479,0.5623,0.490375,0.6,0.745125,0.727325,0.45,0.83415,0.6803,0.3,3,test
896.0,0.0661192759871483,0.0731424540281296,0.146401882171631,0.16510671377182,0.117225,0.940475,0.3,0.47545,0.750575,0.3,0.743575,0.78735,0.45,3,test
897.0,0.267982959747314,0.622110605239868,0.295773833990097,0.250261008739471,0.817775,0.13745,0.6,0.64295,0.488925,0.6,,,,2,test
920.0,0.539850413799286,0.254979282617569,0.306806862354279,0.228210806846619,0.060025,0.182875,0.6,0.87755,0.612975,0.6,,,,2,test
934.0,0.0961091220378876,0.0810824334621429,0.091101199388504,0.0923202782869339,0.31285,0.177125,0.3,0.59485,0.6422,0.45,,,,2,test
943.0,0.658627688884735,0.1490628272295,0.533998966217041,0.163101240992546,0.06365,0.089025,0.6,0.596575,0.527675,0.3,0.829375,0.98985,0.6,3,test
960.0,0.139834865927696,0.0166787095367908,0.0116164050996303,0.0270275715738535,0.081975,0.0721,0.45,,,,,,,1,test
969.0,0.63607656955719,0.342756927013397,0.212061733007431,0.343036293983459,0.248825,0.088575,0.6,0.913275,0.0472,0.3,0.1426,0.466225,0.6,3,test
989.0,0.23924309015274,0.420363485813141,0.258598685264587,0.480329692363739,0.9946,0.329425,0.6,0.282675,0.604925,0.6,0.041075,0.9994,0.45,3,test
990.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,test
999.0,0.251988708972931,0.443492859601974,0.232557684183121,0.472880274057388,0.8383,0.2392,0.6,0.09245,0.741,0.6,,,,2,test
