,mfc1,mfc2,mfc3,mfc4,x1,y1,s1,x2,y2,s2,x3,y3,s3,n,split
457.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
458.0,0.647642433643341,0.270869314670563,0.352863132953644,0.398169487714767,0.045825,0.13325,0.45,0.179725,0.260925,0.6,0.501975,0.9287,0.6,3,train
459.0,0.151484876871109,0.430348694324493,0.192114129662514,0.131868049502373,0.93195,0.236925,0.6,0.5041,0.363475,0.3,0.804125,0.643025,0.3,3,train
460.0,0.380670577287674,0.11860279738903,0.0863687247037888,0.133589580655098,0.193575,0.16705,0.6,,,,,,,1,train
461.0,0.0431815907359123,0.0287568308413029,0.0348411463201046,0.168982595205307,0.0167,0.79135,0.45,,,,,,,1,train
462.0,0.128470748662949,0.0898898169398308,0.11375630646944,0.390265494585037,0.147025,0.7843,0.6,,,,,,,1,train
463.0,0.258231520652771,0.1257334202528,0.104551807045936,0.16769115626812,0.17835,0.320325,0.45,0.2767,0.282,0.45,0.23335,0.5314,0.3,3,train
464.0,0.0274049919098616,0.022524032741785,0.023267412558198,0.0478790961205959,0.3723,0.555375,0.3,,,,,,,1,train
465.0,0.144078627228737,0.136378049850464,0.198197901248932,0.240486040711403,0.4634,0.722575,0.6,,,,,,,1,train
466.0,0.0400502644479275,0.0361605361104012,0.0501997731626034,0.0996231213212013,0.50405,0.721275,0.3,0.230125,0.801375,0.3,,,,2,train
467.0,0.0597675964236259,0.0399010479450226,0.0454887896776199,0.143652305006981,0.1105,0.700725,0.45,,,,,,,1,train
468.0,0.203455999493599,0.252015143632889,0.363553583621979,0.459981888532639,0.784575,0.29795,0.45,0.246375,0.856125,0.6,0.838025,0.875675,0.45,3,train
470.0,0.286811083555222,0.197659999132156,0.139407426118851,0.200626030564308,0.729675,0.132725,0.3,0.268475,0.356575,0.6,,,,2,train
473.0,0.204790025949478,0.209595620632172,0.283587217330933,0.231682360172272,0.017,0.333975,0.3,0.468775,0.649975,0.3,0.664875,0.631625,0.6,3,train
474.0,0.261603593826294,0.368841469287872,0.236771732568741,0.202159076929092,0.62635,0.10695,0.6,0.468125,0.44005,0.45,0.9728,0.80855,0.3,3,train
475.0,0.257520228624344,0.244771659374237,0.184719264507294,0.39026290178299,0.922125,0.0871,0.3,0.084175,0.635775,0.6,0.397,0.530675,0.45,3,train
476.0,0.287920355796814,0.157417207956314,0.144825980067253,0.231488317251205,0.2362,0.3715,0.6,0.374225,0.836625,0.3,,,,2,train
478.0,0.63661402463913,0.412584871053696,0.209469646215439,0.257646471261978,0.16245,0.167775,0.6,0.46835,0.208,0.6,0.973725,0.03835,0.3,3,train
479.0,0.236917465925217,0.136878028512001,0.176251530647278,0.410837560892105,0.122525,0.288125,0.45,0.276175,0.897225,0.6,,,,2,train
480.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
481.0,0.0206058491021395,0.0505336448550224,0.0195390302687883,0.0201510041952133,0.8102,0.21185,0.3,,,,,,,1,train
482.0,0.0545605011284351,0.0814633294939995,0.0762820020318031,0.05618492141366,0.723125,0.48435,0.45,,,,,,,1,train
483.0,0.0352168940007687,0.0450251735746861,0.0869351103901863,0.0456644222140312,0.6548,0.630125,0.3,0.98525,0.7377,0.3,,,,2,train
484.0,0.035912498831749,0.0255074836313725,0.022395446896553,0.0347726866602898,0.3492,0.43385,0.3,,,,,,,1,train
486.0,0.116192504763603,0.121401935815811,0.25244414806366,0.202020183205605,0.5622,0.89595,0.6,,,,,,,1,train
487.0,0.246778473258018,0.25206059217453,0.303873717784882,0.464819967746735,0.93475,0.4955,0.45,0.3965,0.630175,0.3,0.273625,0.81505,0.6,3,train
488.0,0.113779060542583,0.10979626327753,0.13241708278656,0.100712209939956,0.380575,0.404,0.45,0.7748,0.449225,0.3,0.765175,0.99915,0.3,3,train
489.0,0.0261836051940918,0.0381910689175129,0.153716042637825,0.0300262086093426,0.7795,0.537375,0.3,0.91955,0.951975,0.45,,,,2,train
490.0,0.162233352661133,0.264819025993347,0.150152087211609,0.124513506889343,0.67335,0.303175,0.6,,,,,,,1,train
491.0,0.0783237591385841,0.0392032824456692,0.0346927493810654,0.0638690292835236,0.256375,0.261275,0.3,0.00275,0.5711,0.3,,,,2,train
492.0,0.227057233452797,0.328505903482437,0.249593749642372,0.255499333143234,0.8944,0.0604,0.3,0.619525,0.4735,0.6,0.29175,0.68455,0.45,3,train
493.0,0.174571573734283,0.129857838153839,0.130963131785393,0.0916444808244705,0.29085,0.06015,0.45,0.864525,0.574425,0.45,,,,2,train
494.0,0.076128326356411,0.0753276646137238,0.103968992829322,0.109355375170707,0.45855,0.67835,0.45,0.563625,0.6833,0.3,,,,2,train
495.0,0.191435664892197,0.173324882984161,0.152757883071899,0.166772484779358,0.459875,0.446425,0.6,,,,,,,1,train
496.0,0.0409517511725426,0.0850161015987396,0.0404499210417271,0.0348203852772713,0.736575,0.022525,0.3,0.7323,0.397175,0.3,,,,2,train
497.0,0.179086998105049,0.183504074811935,0.211918160319328,0.208444058895111,0.086,0.597525,0.3,0.5654,0.575225,0.6,,,,2,train
498.0,0.114749163389205,0.137728571891785,0.319305270910263,0.161053732037544,0.701275,0.801425,0.6,,,,,,,1,train
501.0,0.0164579749107361,0.0236635990440845,0.0479481220245361,0.020611684769392,0.933275,0.69975,0.3,,,,,,,1,train
502.0,0.0396955795586109,0.197252586483955,0.0544036328792572,0.045266717672348,0.88,0.011175,0.45,0.591825,0.8286,0.3,,,,2,train
503.0,0.20514540374279,0.0779108703136444,0.0695002228021622,0.122313484549522,0.002425,0.25585,0.45,0.3015,0.34855,0.3,0.060125,0.6925,0.3,3,train
504.0,0.0338170379400253,0.0219807028770447,0.0222694128751755,0.0452835969626904,0.0538,0.567975,0.3,,,,,,,1,train
505.0,0.149339139461517,0.113522604107856,0.0990437641739845,0.123666629195213,0.107175,0.40455,0.45,0.91785,0.38745,0.3,0.477975,0.632375,0.3,3,train
506.0,0.108163811266422,0.0943259745836258,0.159180551767349,0.278431802988052,0.231275,0.5229,0.3,0.16035,0.90885,0.45,0.5678,0.95485,0.45,3,train
507.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
509.0,0.145545765757561,0.114440038800239,0.126793622970581,0.174731358885765,0.090375,0.5568,0.45,0.551425,0.57605,0.45,,,,2,train
510.0,0.131275907158852,0.14006844162941,0.26189586520195,0.214960485696793,0.562875,0.822425,0.6,,,,,,,1,train
511.0,0.0139818666502833,0.0176076050847769,0.0591458864510059,0.0203109215945005,0.93335,0.846875,0.3,,,,,,,1,train
512.0,0.310448825359344,0.563250064849854,0.37566402554512,0.287198394536972,0.764125,0.116325,0.6,0.1858,0.3534,0.3,0.6392,0.65705,0.6,3,train
513.0,0.243056491017342,0.16975125670433,0.204664051532745,0.380671501159668,0.204675,0.593175,0.6,0.35075,0.91835,0.45,,,,2,train
514.0,0.088196188211441,0.123723372817039,0.0873395502567291,0.0805916860699654,0.63255,0.25875,0.45,0.54155,0.77295,0.3,,,,2,train
515.0,0.538423478603363,0.228366777300835,0.215800046920776,0.273689776659012,0.023175,0.018275,0.45,0.09435,0.440975,0.45,0.439925,0.4905,0.6,3,train
516.0,0.0,0.000262457208009437,0.0,0.0761313885450363,0.029925,0.990825,0.3,,,,,,,1,train
517.0,0.0600255914032459,0.0164802819490433,0.012348061427474,0.0199034046381712,0.096725,0.167975,0.3,,,,,,,1,train
518.0,0.077702172100544,0.105813764035701,0.126832470297813,0.0525717698037624,0.58315,0.001275,0.45,0.942425,0.970825,0.3,,,,2,train
519.0,0.111083552241325,0.144751191139221,0.106801234185695,0.0985535532236099,0.429425,0.379375,0.3,0.57305,0.41555,0.45,0.914425,0.35345,0.3,3,train
520.0,0.0834910199046135,0.133265227079391,0.0797443389892578,0.0706212744116783,0.6412,0.287625,0.45,0.79635,0.3681,0.3,,,,2,train
521.0,0.0664325878024101,0.0999761819839478,0.0596380718052387,0.0575797632336617,0.649025,0.28945,0.45,,,,,,,1,train
522.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
523.0,0.537585139274597,0.317754834890366,0.314640611410141,0.35056209564209,0.190325,0.185275,0.6,0.813775,0.177275,0.3,0.491,0.69325,0.6,3,train
524.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
525.0,0.0197109058499336,0.0414994806051254,0.0245620086789131,0.0231217946857214,0.94285,0.3486,0.3,,,,,,,1,train
526.0,0.0728951022028923,0.179679334163666,0.0587750487029552,0.0595722272992134,0.80535,0.1028,0.45,0.445775,0.337575,0.3,,,,2,train
527.0,0.29618313908577,0.217849493026733,0.31466805934906,0.407852321863174,0.023025,0.381675,0.45,0.392625,0.7707,0.6,0.51645,0.899725,0.45,3,train
528.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
530.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
532.0,0.672619462013245,0.239432692527771,0.256374776363373,0.239369913935661,0.069925,0.10715,0.6,0.592525,0.57905,0.6,,,,2,train
533.0,0.0871431455016136,0.124131508171558,0.403134077787399,0.112305559217929,0.929475,0.7861,0.6,,,,,,,1,train
534.0,0.0502882897853851,0.0567621625959873,0.0953611880540848,0.0740705356001854,0.6241,0.7384,0.45,,,,,,,1,train
535.0,0.0418238528072834,0.0241838619112968,0.0151274371892213,0.0245504081249237,0.33125,0.13525,0.3,,,,,,,1,train
536.0,0.0482749529182911,0.0346014201641083,0.0509177893400192,0.0660344958305359,0.04385,0.5035,0.3,0.55865,0.968075,0.3,,,,2,train
537.0,0.0583468303084373,0.0676113814115524,0.0334351435303688,0.0407623574137688,0.4621,0.037375,0.3,0.635125,0.194625,0.3,,,,2,train
538.0,0.147111117839813,0.441474914550781,0.214328557252884,0.150703102350235,0.921075,0.224125,0.6,0.6529,0.731375,0.45,,,,2,train
539.0,0.14520925283432,0.251814275979996,0.1072948127985,0.12842121720314,0.5112,0.099625,0.45,0.8308,0.171375,0.45,0.2924,0.824625,0.3,3,train
540.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
541.0,0.0625150352716446,0.116129279136657,0.293327867984772,0.0690543875098228,0.8619,0.421725,0.45,0.9714,0.90865,0.45,,,,2,train
542.0,0.276529550552368,0.226423546671867,0.202812060713768,0.289953947067261,0.424075,0.373475,0.6,0.278075,0.78725,0.45,,,,2,train
543.0,0.0700936242938042,0.0899187549948692,0.0962638407945633,0.0774353891611099,0.1837,0.512325,0.3,0.9331,0.531475,0.45,,,,2,train
544.0,0.583025634288788,0.128060132265091,0.0712423920631409,0.0936331674456596,0.015825,0.12175,0.6,0.790125,0.048275,0.3,0.475075,0.328175,0.3,3,train
545.0,0.0,0.0,0.0,0.00100250961259007,,,,,,,,,,0,train
547.0,0.230580493807793,0.243391394615173,0.322278290987015,0.27470988035202,0.074475,0.41375,0.3,0.4472,0.665375,0.45,0.65045,0.6274,0.6,3,train
548.0,0.477840691804886,0.267231285572052,0.247823864221573,0.400810569524765,0.1378,0.4385,0.6,0.257825,0.464375,0.6,,,,2,train
549.0,0.0309476368129253,0.0372807644307613,0.0179522112011909,0.0244514048099518,0.555175,0.054625,0.3,,,,,,,1,train
550.0,0.531112194061279,0.177819773554802,0.147000297904015,0.218611970543861,0.16145,0.156325,0.6,0.26545,0.0133,0.3,0.216525,0.562875,0.45,3,train
551.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
553.0,0.306920260190964,0.171334236860275,0.188994184136391,0.255401074886322,0.171175,0.408025,0.6,0.527925,0.78625,0.45,,,,2,train
554.0,0.175133973360062,0.168193325400352,0.209291413426399,0.259570986032486,0.569175,0.162575,0.3,0.419375,0.718,0.6,,,,2,train
555.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
556.0,0.105802729725837,0.0719677358865738,0.0456458926200867,0.0558729469776154,0.38425,0.15915,0.45,,,,,,,1,train
558.0,0.292709618806839,0.141105487942696,0.14588862657547,0.227065056562424,0.0895,0.412125,0.6,0.5092,0.937475,0.3,,,,2,train
559.0,0.130636766552925,0.105021186172962,0.0921589583158493,0.12308806926012,0.222075,0.29395,0.3,0.491575,0.3812,0.45,0.31565,0.8361,0.3,3,train
560.0,0.0389642529189587,0.039738729596138,0.0722610875964165,0.117285043001174,0.7893,0.749175,0.3,0.230275,0.960625,0.45,,,,2,train
561.0,0.110510349273681,0.122521325945854,0.298430174589157,0.190164744853973,0.61775,0.96525,0.6,,,,,,,1,train
562.0,0.316823363304138,0.467089533805847,0.398621886968613,0.520341634750366,0.96335,0.379275,0.6,0.505775,0.6101,0.45,0.230875,0.783125,0.6,3,train
563.0,0.393856823444366,0.533598124980927,0.712553083896637,0.387071967124939,0.609175,0.0592,0.6,0.594,0.6366,0.6,0.75845,0.969225,0.6,3,train
564.0,0.0953013226389885,0.0812353491783142,0.135967016220093,0.117529988288879,0.255,0.546825,0.6,0.78115,0.767875,0.45,,,,2,train
565.0,0.405452400445938,0.487800925970078,0.327072560787201,0.458711117506027,0.3174,0.42725,0.45,0.7792,0.280425,0.6,0.124125,0.62285,0.6,3,train
566.0,0.172948509454727,0.11470042169094,0.0968709662556648,0.148203328251839,0.383025,0.27875,0.45,0.186975,0.54335,0.45,,,,2,train
567.0,0.202079981565475,0.0784808993339539,0.103927157819271,0.0552745088934898,0.007975,0.1424,0.45,0.862325,0.283575,0.3,0.88715,0.947875,0.3,3,train
568.0,0.112677179276943,0.122316017746925,0.100110381841659,0.110544346272945,0.56115,0.257025,0.45,0.171025,0.611125,0.3,0.597175,0.695925,0.3,3,train
569.0,0.108855471014976,0.129918232560158,0.230531722307205,0.164622917771339,0.56215,0.5912,0.3,0.831075,0.6798,0.45,0.496475,0.877225,0.45,3,train
570.0,0.117637649178504,0.175553515553474,0.213058084249496,0.122140303254127,0.642525,0.009125,0.45,0.7879,0.70675,0.3,0.68545,0.98875,0.45,3,train
571.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
572.0,0.0268979407846928,0.632674038410187,0.0248975623399019,0.025650741532445,0.93215,0.054525,0.6,,,,,,,1,train
573.0,0.38551127910614,0.129365339875221,0.0861893147230148,0.110105827450752,0.24115,0.0452,0.6,,,,,,,1,train
574.0,0.419190227985382,0.482716500759125,0.422848045825958,0.293858349323273,0.38485,0.193275,0.6,0.997625,0.331,0.45,0.883975,0.5597,0.6,3,train
575.0,0.0367387384176254,0.0526029765605927,0.137187197804451,0.0509156286716461,0.8981,0.7449,0.45,,,,,,,1,train
576.0,0.1257503926754,0.15922686457634,0.270829528570175,0.170104458928108,0.687975,0.689325,0.6,,,,,,,1,train
577.0,0.287556827068329,0.527517557144165,0.425001800060272,0.298645943403244,0.729725,0.197275,0.6,0.76105,0.6253,0.6,0.38425,0.888025,0.3,3,train
578.0,0.136249274015427,0.220035418868065,0.300330102443695,0.15959170460701,0.465225,0.621775,0.3,0.959375,0.5881,0.6,,,,2,train
579.0,0.190149739384651,0.133325189352036,0.127128884196281,0.172777652740479,0.410575,0.216325,0.3,0.323875,0.272525,0.45,0.40675,0.699225,0.45,3,train
580.0,0.0161932352930307,0.047697477042675,0.0169556979089975,0.0196620151400566,0.933125,0.239825,0.3,,,,,,,1,train
582.0,0.170906975865364,0.136870086193085,0.165013313293457,0.202038630843163,0.336275,0.5404,0.6,0.918175,0.69925,0.3,,,,2,train
583.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
584.0,0.0223893970251083,0.0366207510232925,0.0315054915845394,0.0961783602833748,0.897225,0.45225,0.3,0.019025,0.8688,0.3,,,,2,train
585.0,0.0338443368673325,0.0458702221512794,0.149933189153671,0.0495847947895527,0.89735,0.79095,0.45,,,,,,,1,train
586.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
587.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
588.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
589.0,0.233580157160759,0.291047155857086,0.230228528380394,0.320493042469025,0.01455,0.448075,0.3,0.6596,0.3671,0.6,0.235675,0.977225,0.45,3,train
591.0,0.330597966909409,0.273648917675018,0.335731208324432,0.310072660446167,0.0183,0.16335,0.45,0.852725,0.561475,0.6,0.25655,0.92675,0.45,3,train
592.0,0.133106410503387,0.348408877849579,0.149298623204231,0.11935868114233,0.780275,0.172625,0.6,0.63575,0.8662,0.3,,,,2,train
593.0,0.0348820425570011,0.0399373061954975,0.086185447871685,0.0470493957400322,0.5308,0.540875,0.3,0.784225,0.9243,0.3,,,,2,train
594.0,0.0446021854877472,0.0225085243582726,0.0139611549675464,0.0233746711164713,0.32385,0.0333,0.3,,,,,,,1,train
595.0,0.134099245071411,0.0862379521131516,0.132154047489166,0.112947888672351,0.0521,0.126175,0.3,0.788975,0.445375,0.3,0.5693,0.938,0.45,3,train
596.0,0.0416160859167576,0.0218081064522266,0.018686568364501,0.0360465124249458,0.208475,0.387475,0.3,,,,,,,1,train
598.0,0.0260399971157312,0.0173105001449585,0.0177170801907778,0.0503044426441193,0.1455,0.64485,0.3,,,,,,,1,train
601.0,0.0646726861596107,0.106602355837822,0.0463980846107006,0.0484149977564812,0.64395,0.145,0.45,,,,,,,1,train
602.0,0.137331902980804,0.051567442715168,0.0639015883207321,0.0609112642705441,0.1984,0.1953,0.45,0.81725,0.94915,0.3,,,,2,train
603.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
604.0,0.110780663788318,0.0979386121034622,0.0761668384075165,0.0788846835494041,0.408025,0.228925,0.45,0.762,0.521475,0.3,,,,2,train
605.0,0.0821366310119629,0.180463090538979,0.111903436481952,0.100654505193233,0.880875,0.23745,0.45,0.5373,0.70515,0.45,,,,2,train
606.0,0.102141357958316,0.0634668692946434,0.04393370449543,0.0597422309219837,0.35685,0.2064,0.45,,,,,,,1,train
607.0,0.0468696020543575,0.0627918690443039,0.0968310162425041,0.063304141163826,0.725825,0.6412,0.45,,,,,,,1,train
608.0,0.112590335309505,0.0250170491635799,0.0259683113545179,0.0454840995371342,0.062525,0.071925,0.3,0.3327,0.593625,0.3,,,,2,train
609.0,0.0231094062328339,0.0536953806877136,0.0194674767553806,0.0239493120461702,0.754125,0.140125,0.3,,,,,,,1,train
610.0,0.095836453139782,0.112433858215808,0.21452870965004,0.229173675179482,0.89715,0.695425,0.6,0.123725,0.8205,0.45,,,,2,train
611.0,0.0320548824965954,0.0209191348403692,0.0206813868135214,0.0436230078339577,0.2166,0.55375,0.3,,,,,,,1,train
612.0,0.166862085461617,0.290633261203766,0.251551002264023,0.19446949660778,0.728925,0.128375,0.3,0.806975,0.48815,0.6,0.2929,0.819725,0.3,3,train
613.0,0.0715195462107658,0.0938344895839691,0.445479989051819,0.105263344943523,0.862025,0.8714,0.6,,,,,,,1,train
614.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
616.0,0.267225801944733,0.489307343959808,0.387364268302917,0.285800933837891,0.73215,0.150475,0.6,0.641,0.74055,0.6,,,,2,train
617.0,0.217275381088257,0.218587845563889,0.596092641353607,0.425272256135941,0.3472,0.80505,0.6,0.799425,0.9136,0.6,,,,2,train
618.0,0.104890428483486,0.416212916374207,0.10293510556221,0.0876175165176392,0.85185,0.155425,0.6,,,,,,,1,train
619.0,0.828043639659882,0.358327865600586,0.23959593474865,0.238202273845673,0.08135,0.018125,0.6,0.4975,0.326925,0.45,0.6264,0.32695,0.6,3,train
620.0,0.056010790169239,0.0948445647954941,0.0621768273413181,0.0551116392016411,0.723725,0.360775,0.45,,,,,,,1,train
621.0,0.154696360230446,0.502573192119598,0.231270760297775,0.176473021507263,0.93495,0.2097,0.6,0.96145,0.264275,0.3,0.5807,0.9039,0.45,3,train
622.0,0.135144233703613,0.22707998752594,0.135235875844955,0.120102532207965,0.825925,0.2166,0.3,0.657775,0.34645,0.6,,,,2,train
623.0,0.373830318450928,0.294617146253586,0.439699083566666,0.615843713283539,0.221725,0.5583,0.6,0.4413,0.92105,0.6,0.51095,0.961125,0.45,3,train
625.0,0.13469435274601,0.122149631381034,0.145578444004059,0.226220905780792,0.0529,0.68675,0.45,0.31625,0.64795,0.3,0.66965,0.57035,0.45,3,train
626.0,0.422550231218338,0.3758165538311,0.357587814331055,1.00722014904022,0.474625,0.08975,0.6,0.120025,0.9906,0.6,0.3416,0.9174,0.6,3,train
627.0,0.16226202249527,0.0699257329106331,0.0503055639564991,0.0800640434026718,0.284875,0.00985,0.45,0.0373,0.464425,0.3,,,,2,train
628.0,0.0589064620435238,0.0325497053563595,0.0335198640823364,0.0825698971748352,0.01145,0.56245,0.45,,,,,,,1,train
629.0,0.0825002565979958,0.0446063727140427,0.0447477027773857,0.0963475704193115,0.108375,0.521725,0.45,,,,,,,1,train
630.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
631.0,0.0868005231022835,0.441549509763718,0.101000443100929,0.0791247561573982,0.988875,0.191325,0.6,,,,,,,1,train
632.0,0.0484003461897373,0.0620341040194035,0.175818160176277,0.0766361728310585,0.84595,0.64965,0.3,0.73885,0.9855,0.45,,,,2,train
633.0,0.051987711340189,0.0570460334420204,0.0576117038726807,0.190761089324951,0.862775,0.4561,0.3,0.00125,0.82705,0.45,,,,2,train
634.0,0.251820415258408,0.639168679714203,0.544409155845642,0.259460598230362,0.576175,0.069975,0.45,0.97395,0.20295,0.6,0.756875,0.9633,0.6,3,train
637.0,0.0773831158876419,0.10752085596323,0.414274245500565,0.109387218952179,0.893825,0.814275,0.6,,,,,,,1,train
638.0,0.0587142407894135,0.0570224449038506,0.0422122590243816,0.047920148819685,0.466525,0.004725,0.3,0.574825,0.519025,0.3,,,,2,train
639.0,0.874020099639893,0.433794796466827,0.369933843612671,0.4715256690979,0.031975,0.169075,0.6,0.43725,0.276075,0.6,0.3976,0.569025,0.6,3,train
640.0,0.182296901941299,0.276817619800568,0.298966109752655,0.29483637213707,0.6583,0.570225,0.45,0.774875,0.5184,0.6,0.019725,0.967175,0.3,3,train
641.0,0.328076988458633,0.326833367347717,0.228173673152924,0.213599443435669,0.3007,0.065125,0.45,0.59675,0.294725,0.6,0.68455,0.7105,0.3,3,train
643.0,0.0814566314220428,0.0899477601051331,0.048853300511837,0.0574615150690079,0.532075,0.17165,0.45,,,,,,,1,train
644.0,0.13950814306736,0.12282794713974,0.18326011300087,0.285561203956604,0.382475,0.785825,0.6,,,,,,,1,train
645.0,0.125490978360176,0.0960496738553047,0.116373226046562,0.203235194087029,0.311425,0.65215,0.6,,,,,,,1,train
646.0,0.156976953148842,0.132572442293167,0.135905176401138,0.100977160036563,0.341625,0.057325,0.45,0.867725,0.5875,0.45,,,,2,train
647.0,0.0240390673279762,0.0424932688474655,0.108067758381366,0.0265984330326319,0.711025,0.2188,0.3,0.9551,0.94425,0.3,,,,2,train
648.0,0.223290756344795,0.248322784900665,0.245500549674034,0.263560205698013,0.106575,0.4156,0.3,0.68775,0.47235,0.6,0.335025,0.6983,0.45,3,train
649.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
650.0,0.294946789741516,0.183334022760391,0.137449145317078,0.200254872441292,0.34865,0.2537,0.6,0.01415,0.6859,0.3,,,,2,train
651.0,0.0901496931910515,0.0721374228596687,0.0977320596575737,0.109954319894313,0.286225,0.5416,0.45,0.83655,0.70575,0.3,,,,2,train
652.0,0.0469137504696846,0.0419703386723995,0.0695808380842209,0.118473671376705,0.38215,0.9159,0.45,,,,,,,1,train
653.0,0.0101383291184902,0.0118474401533603,0.0731904432177544,0.0160224512219429,0.96525,0.891375,0.3,,,,,,,1,train
654.0,0.614718437194824,0.433249056339264,0.524551510810852,0.591039061546326,0.175025,0.281,0.6,0.343975,0.717875,0.6,0.700825,0.627275,0.6,3,train
656.0,0.341187059879303,0.350037813186646,0.237332433462143,0.49848148226738,0.550375,0.048925,0.6,0.146625,0.766275,0.6,,,,2,train
657.0,0.0301079098135233,0.0422385819256306,0.019079253077507,0.0247360859066248,0.602575,0.0601,0.3,,,,,,,1,train
658.0,0.570035755634308,0.112672105431556,0.138054922223091,0.149726927280426,0.108275,0.067725,0.6,0.546925,0.837625,0.45,,,,2,train
660.0,0.17118176817894,0.165976509451866,0.478184819221497,0.546560943126678,0.1137,0.855725,0.6,0.7611,0.98545,0.6,,,,2,train
661.0,0.16827192902565,0.109715409576892,0.0841685235500336,0.106032192707061,0.295325,0.22235,0.45,0.335575,0.39815,0.3,0.615175,0.41065,0.3,3,train
662.0,0.0222130492329597,0.0167901609092951,0.0192173570394516,0.0609037727117538,0.189825,0.76745,0.3,,,,,,,1,train
663.0,0.11716616153717,0.309486299753189,0.168858617544174,0.114643417298793,0.99755,0.351525,0.6,,,,,,,1,train
664.0,0.482977628707886,0.063833512365818,0.0298514626920223,0.0373908691108227,0.012225,0.007325,0.6,0.85235,0.23805,0.3,,,,2,train
665.0,0.0356847085058689,0.159197971224785,0.0395342037081718,0.0369834937155247,0.95145,0.19225,0.45,,,,,,,1,train
666.0,0.0595469996333122,0.106350012123584,0.135526746511459,0.0694313123822212,0.724575,0.11145,0.3,0.941,0.67845,0.45,,,,2,train
667.0,0.0196130722761154,0.0186003223061562,0.0285622905939817,0.0391755551099777,0.49925,0.7885,0.3,,,,,,,1,train
668.0,0.052557211369276,0.0889741778373718,0.116769053041935,0.049909807741642,0.6127,0.049,0.3,0.799175,0.331675,0.3,0.909175,0.961575,0.3,3,train
669.0,0.129362165927887,0.0789112225174904,0.104839503765106,0.0674610733985901,0.087225,0.00725,0.3,0.826025,0.598,0.45,,,,2,train
670.0,0.0224840175360441,0.0287718307226896,0.191870599985123,0.0357682779431343,0.9505,0.875475,0.45,,,,,,,1,train
671.0,0.532670199871063,0.314573347568512,0.283846914768219,0.310207188129425,0.26025,0.074575,0.6,0.528625,0.556975,0.6,,,,2,train
672.0,0.364977240562439,0.503407061100006,0.285103917121887,0.26361545920372,0.5643,0.076775,0.6,0.655225,0.36565,0.6,,,,2,train
673.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
674.0,0.188459277153015,0.0929071456193924,0.0886486917734146,0.103402249515056,0.275675,0.065325,0.45,0.171275,0.40805,0.3,0.661225,0.727725,0.3,3,train
675.0,0.0413453504443169,0.0342702269554138,0.0385595336556435,0.090474508702755,0.416775,0.5004,0.3,0.21735,0.94355,0.3,,,,2,train
676.0,0.144330322742462,0.15859067440033,0.164975836873055,0.160092830657959,0.457425,0.038775,0.3,0.6453,0.47745,0.45,0.51025,0.70785,0.45,3,train
677.0,0.0734238624572754,0.0978589802980423,0.104161098599433,0.0974752977490425,0.765975,0.315375,0.3,0.5604,0.6658,0.45,,,,2,train
678.0,0.0723726600408554,0.0620393417775631,0.0608136579394341,0.0817865431308746,0.42885,0.494975,0.45,,,,,,,1,train
679.0,0.0232744663953781,0.0344200544059277,0.11390121281147,0.0341258086264133,0.9644,0.60015,0.3,0.9783,0.8968,0.3,,,,2,train
680.0,0.242182523012161,0.195009410381317,0.337306201457977,0.232132390141487,0.2267,0.24195,0.45,0.68795,0.76685,0.6,,,,2,train
681.0,0.485330045223236,0.0765608549118042,0.0602345541119576,0.0988464802503586,0.012225,0.152925,0.6,,,,,,,1,train
682.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,train
683.0,0.426778018474579,0.279634296894073,0.368548691272736,0.596946001052856,0.009825,0.369675,0.45,0.151875,0.59495,0.6,0.436,0.8439,0.6,3,train
685.0,0.12492599338293,0.0991692021489143,0.0735196694731712,0.089920848608017,0.36005,0.29555,0.45,0.590425,0.372075,0.3,,,,2,train
686.0,0.388226330280304,0.420024335384369,0.784337878227234,0.527809798717499,0.449525,0.607375,0.6,0.58225,0.635875,0.6,0.7537,0.94005,0.6,3,train
687.0,0.255049794912338,0.147512376308441,0.328837394714355,0.246487870812416,0.0476,0.4572,0.6,0.820875,0.982575,0.6,,,,2,train
