MFC6,MFC7,MFC8,MFC9,MFC10,MFC1,MFC2,MFC3,MFC4,MFC5,total flow rate,mfc6_residual,mfc7_residual,mfc8_residual,mfc9_residual,mfc10_residual,mfc1_residual,mfc2_residual,mfc3_residual,mfc4_residual,mfc5_residual,tot_residual_flow
0.0632,0.0557,0.031,0.016,0.0121,0.0963,0.0813,0.0335,0.0157,0.0096,0.4144,0,0.0079,0.016,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0343
0.025,0.0316,0.0257,0.0136,0.0215,0.0338,0.1505,0.0426,0.0161,0.007,0.3674,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0128,0.0257,0.0373,0.0387,0.0419,0.0108,0.0254,0.0777,0.0656,0.0257,0.3616,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0838,0.0491,0.0212,0.0088,0.0,0.1212,0.053,0.021,0.0,0.0,0.3581,0,0.0079,0.016,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0343
0.0989,0.052,0.0214,0.0119,0.0264,0.084,0.0431,0.0193,0.0111,0.0,0.3681,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0092,0.0139,0.0142,0.0358,0.1114,0.0097,0.0124,0.0146,0.0373,0.1323,0.3908,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0,0.0,0.0107,0.0367,0.1684,0.0,0.0,0.0104,0.0304,0.0867,0.3433,0,0.0116,0.0094,0.0,0.0114,0.0,0.0103,0.0,0.0008,0.0,0.0435
0.0,0.0126,0.0195,0.055,0.0986,0.0,0.0,0.0171,0.0556,0.0871,0.3455,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0155,0.0266,0.033,0.0288,0.0366,0.0158,0.0335,0.1324,0.0394,0.0184,0.38,0,0.0,0.0,0.0,0.02465,0.0,0.0,0.0,0.0,0.0,0.02465
0.0,0.0128,0.0228,0.0637,0.0777,0.0,0.0109,0.0216,0.0651,0.0764,0.351,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0314,0.0533,0.0443,0.0226,0.0302,0.0332,0.0612,0.0528,0.0225,0.0118,0.3633,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0608,0.0595,0.0286,0.0131,0.0214,0.0747,0.065,0.0272,0.0134,0.0,0.3637,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0314,0.0955,0.0997,0.0297,0.012,0.0265,0.0378,0.0375,0.0224,0.0114,0.4039,0,0.0116,0.0094,0.0,0.0114,0.0,0.0103,0.0,0.0008,0.0,0.0435
0.0097,0.0234,0.0618,0.104,0.0454,0.0,0.0158,0.0274,0.0346,0.0239,0.346,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0116,0.0214,0.0418,0.1556,0.0531,0.0101,0.0167,0.0255,0.0386,0.0323,0.4067,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0287,0.0625,0.0763,0.0363,0.0144,0.0272,0.0474,0.0567,0.0321,0.0141,0.3957,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0581,0.1311,0.0368,0.0138,0.0215,0.0344,0.035,0.0347,0.0137,0.0,0.3791,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0127,0.0286,0.0406,0.0346,0.0351,0.011,0.0312,0.0898,0.049,0.0201,0.3527,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0138,0.0241,0.0339,0.0367,0.0434,0.0136,0.0252,0.0943,0.0701,0.028,0.3831,0,0.0,0.0,0.0,0.02465,0.0,0.0,0.0,0.0,0.0,0.02465
0.0113,0.0233,0.034,0.032,0.0142,0.0125,0.0308,0.1168,0.0682,0.0202,0.3633,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0,0.0103,0.0151,0.0505,0.1561,0.0,0.0,0.0111,0.03,0.0571,0.3302,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0581,0.0527,0.0292,0.0151,0.0133,0.1095,0.0882,0.0338,0.0153,0.0098,0.425,0,0.0113,0.0096,0.0,0.0143,0.0,0.0,0.0,0.0095,0.0116,0.0563
0.0127,0.0244,0.0304,0.0269,0.0335,0.0135,0.0298,0.1236,0.0444,0.0173,0.3565,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0351,0.1024,0.06,0.0197,0.0229,0.0267,0.0354,0.0287,0.0165,0.0088,0.3562,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0219,0.0751,0.1383,0.0279,0.0,0.0182,0.0276,0.0293,0.0183,0.0,0.3566,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.031,0.1031,0.0848,0.027,0.0338,0.0245,0.0319,0.0316,0.0222,0.0147,0.4046,0,0.0,0.0,0.0,0.02465,0.0,0.0,0.0,0.0,0.0,0.02465
0.0532,0.0403,0.0214,0.0121,0.0255,0.1458,0.0468,0.0199,0.0124,0.0,0.3774,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.0803,0.1216,0.0303,0.0136,0.0268,0.0358,0.0321,0.0208,0.0124,0.0,0.3737,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.044,0.0342,0.0162,0.0,0.0,0.1652,0.0553,0.0182,0.0,0.0,0.3331,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0579,0.0409,0.018,0.0,0.0,0.1755,0.0538,0.0189,0.0,0.0,0.365,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0854,0.0591,0.0295,0.0149,0.0111,0.1139,0.0694,0.0303,0.0142,0.0,0.4278,0,0.0117,0.0,0.0,0.0011,0.0036,0.0131,0.0,0.0,0.0,0.0295
0.0492,0.0956,0.0537,0.0208,0.0233,0.0418,0.0541,0.0379,0.0194,0.0097,0.4055,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.286,0.0246,0.0115,0.0,0.0255,0.0172,0.0147,0.0,0.0,0.0,0.3795,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0121,0.0217,0.0268,0.0244,0.0358,0.0113,0.0245,0.1352,0.0462,0.0188,0.3568,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0296,0.0682,0.0886,0.0386,0.0183,0.0272,0.0445,0.054,0.0331,0.0163,0.4184,0,0.0113,0.0096,0.0,0.0143,0.0,0.0,0.0,0.0095,0.0116,0.0563
0.0222,0.0454,0.05,0.0285,0.0326,0.0238,0.0475,0.0695,0.0313,0.0147,0.3655,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.067,0.083,0.033,0.0128,0.0197,0.0456,0.0438,0.0239,0.012,0.0,0.3408,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0,0.0141,0.022,0.042,0.0614,0.0,0.0122,0.0274,0.1489,0.0774,0.4054,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0115,0.0236,0.0356,0.0406,0.0242,0.0122,0.0273,0.0923,0.1031,0.033,0.4034,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0444,0.0673,0.0411,0.0188,0.0301,0.0439,0.0608,0.0378,0.0192,0.0109,0.3743,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.015,0.0287,0.0413,0.0382,0.033,0.0145,0.0298,0.0928,0.0596,0.0233,0.3762,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0857,0.0523,0.0222,0.0,0.0,0.1016,0.0537,0.0216,0.0,0.0,0.3371,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0117,0.0236,0.0529,0.1116,0.0502,0.0099,0.0146,0.0282,0.0378,0.0267,0.3672,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0257,0.0373,0.0311,0.0174,0.0,0.0362,0.1308,0.0713,0.0212,0.0,0.371,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0087,0.0135,0.0184,0.044,0.0804,0.0093,0.011,0.0186,0.0611,0.1641,0.4291,0,0.0005,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0114
0.068,0.057,0.0267,0.0104,0.019,0.0654,0.0515,0.0223,0.011,0.0,0.3313,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0229,0.0639,0.0942,0.0281,0.0331,0.017,0.0282,0.0329,0.0224,0.0132,0.3559,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0154,0.0327,0.1026,0.0727,0.0353,0.0141,0.0216,0.0288,0.0308,0.0196,0.3736,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0628,0.0442,0.0237,0.0139,0.0131,0.1717,0.0529,0.0236,0.0135,0.0101,0.4295,0,0.0113,0.0096,0.0,0.0143,0.0,0.0,0.0,0.0095,0.0116,0.0563
0.0184,0.0409,0.1086,0.0765,0.0292,0.0185,0.0295,0.0436,0.0419,0.026,0.4331,0,0.0005,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0114
0.0217,0.047,0.0655,0.0367,0.0351,0.0199,0.0367,0.0543,0.0338,0.0172,0.3679,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0,0.0,0.0108,0.0355,0.1861,0.0,0.0,0.0104,0.0284,0.0792,0.3504,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0223,0.0342,0.0302,0.0158,0.0231,0.0285,0.1052,0.0725,0.0208,0.0102,0.3628,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0459,0.0537,0.0321,0.0154,0.0211,0.0629,0.0828,0.0345,0.0158,0.0,0.3642,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.009,0.0174,0.0303,0.0957,0.0851,0.0,0.0134,0.0228,0.0522,0.0548,0.3807,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0,0.015,0.0252,0.0557,0.0587,0.0,0.0137,0.0299,0.0915,0.095,0.3847,0,0.0116,0.0094,0.0,0.0114,0.0,0.0103,0.0,0.0008,0.0,0.0435
0.0,0.0,0.0115,0.0307,0.0471,0.0,0.0,0.0138,0.0545,0.1813,0.3389,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0228,0.0574,0.1127,0.0505,0.02,0.0205,0.0371,0.0529,0.0375,0.018,0.4294,0,0.0005,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0114
0.0452,0.0403,0.0231,0.0128,0.0116,0.1653,0.0734,0.0262,0.0128,0.0084,0.4191,0,0.0117,0.0,0.0,0.0011,0.0036,0.0131,0.0,0.0,0.0,0.0295
0.0184,0.0424,0.0929,0.0532,0.0414,0.0153,0.0277,0.044,0.0378,0.0222,0.3953,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0136,0.0259,0.0341,0.0292,0.0359,0.0128,0.029,0.1048,0.0538,0.0205,0.3596,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.0123,0.0219,0.0272,0.0198,0.0254,0.0112,0.0344,0.1488,0.0308,0.0138,0.3456,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0152,0.0358,0.0839,0.0617,0.0348,0.0138,0.0252,0.0396,0.0383,0.0211,0.3694,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0928,0.0719,0.0287,0.0102,0.0,0.0713,0.0554,0.0257,0.0096,0.0,0.3656,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0105,0.0164,0.0224,0.0688,0.1282,0.0091,0.0127,0.0192,0.0513,0.094,0.4326,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.039,0.144,0.0744,0.024,0.0149,0.0298,0.0376,0.033,0.0198,0.0119,0.4284,0,0.0113,0.0096,0.0,0.0143,0.0,0.0,0.0,0.0095,0.0116,0.0563
0.0489,0.1383,0.0371,0.0135,0.0205,0.03,0.0318,0.0204,0.0127,0.0,0.3532,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.032,0.0277,0.0156,0.0039,0.0239,0.2448,0.0405,0.0155,0.0092,0.0,0.4131,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0954,0.0854,0.0254,0.0,0.0177,0.0359,0.0309,0.0166,0.0087,0.0,0.316,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0235,0.0437,0.1338,0.0626,0.0442,0.0223,0.0292,0.0363,0.0341,0.0222,0.4519,0,0.0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0255
0.0,0.0134,0.0192,0.0451,0.0886,0.0,0.011,0.0163,0.0571,0.128,0.3787,0,0.01,0.0,0.0,0.0173,0.0,0.0,0.0,0.0,0.0,0.0273
0.0215,0.0364,0.0352,0.0242,0.033,0.0233,0.0534,0.0976,0.0303,0.0142,0.3691,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0093,0.02,0.041,0.0984,0.0512,0.0102,0.0197,0.0365,0.0682,0.0508,0.4053,0,0.0117,0.0,0.0,0.0011,0.0036,0.0131,0.0,0.0,0.0,0.0295
0.0245,0.0379,0.0372,0.0249,0.0156,0.0284,0.0681,0.1267,0.0326,0.0141,0.41,0,0.0005,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0114
0.0404,0.0404,0.0221,0.0106,0.0241,0.0848,0.0793,0.0253,0.0113,0.0,0.3383,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.0,0.0117,0.0129,0.0256,0.0884,0.0,0.0097,0.0098,0.0287,0.1759,0.3627,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0,0.0,0.012,0.0338,0.0814,0.0,0.0,0.0125,0.0371,0.18,0.3568,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0637,0.0445,0.0208,0.0113,0.0285,0.1244,0.0495,0.0204,0.0118,0.0,0.3749,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0037,0.0166,0.028,0.1101,0.0728,0.0,0.0135,0.0206,0.039,0.039,0.3433,0,0.0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0255
0.0164,0.0265,0.0302,0.0249,0.028,0.017,0.0315,0.1481,0.0424,0.0163,0.3813,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0195,0.039,0.0526,0.0316,0.0281,0.0189,0.0404,0.0748,0.0385,0.0166,0.36,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0699,0.0473,0.0243,0.0127,0.0,0.1999,0.0667,0.0264,0.0128,0.0,0.46,0,0.0135,0.0113,0.0096,0.0139,0.0,0.012,0.0091,0.0106,0.0101,0.0901
0.0109,0.0185,0.0275,0.0668,0.0661,0.0103,0.0154,0.0266,0.0699,0.0617,0.3737,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0167,0.0436,0.1276,0.0373,0.0346,0.0131,0.0224,0.0286,0.0233,0.0147,0.3619,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0588,0.1256,0.0477,0.017,0.0,0.0405,0.0459,0.0312,0.0149,0.0,0.3816,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0133,0.0303,0.0389,0.0289,0.0147,0.0158,0.0507,0.1198,0.0406,0.017,0.37,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0549,0.0412,0.0213,0.0124,0.0292,0.1815,0.0516,0.0213,0.0131,0.009,0.4355,0,0.0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0255
0.0848,0.0966,0.0287,0.0129,0.0278,0.0385,0.0338,0.0193,0.0114,0.0,0.3538,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.1368,0.0595,0.0235,0.0091,0.0,0.0638,0.0435,0.0206,0.0077,0.0,0.3645,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0506,0.042,0.0209,0.0089,0.0,0.1417,0.0665,0.0234,0.0016,0.0,0.3556,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.1256,0.0654,0.027,0.0135,0.0306,0.1015,0.0562,0.0247,0.0137,0.0,0.4582,0,0.0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0255
0.0424,0.0469,0.0283,0.0105,0.0183,0.0617,0.0902,0.033,0.0126,0.0,0.3439,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0453,0.0752,0.0546,0.0243,0.012,0.0487,0.0771,0.0555,0.0242,0.0101,0.427,0,0.0117,0.0,0.0,0.0011,0.0036,0.0131,0.0,0.0,0.0,0.0295
0.0,0.0,0.0124,0.0385,0.1388,0.0,0.0,0.0124,0.0353,0.1169,0.3543,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.005,0.0165,0.031,0.0624,0.0542,0.0,0.0149,0.0322,0.0787,0.0487,0.3436,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0625,0.0789,0.0387,0.0181,0.0272,0.0585,0.0628,0.0346,0.0168,0.0093,0.4074,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0,0.0091,0.0161,0.0369,0.0503,0.0,0.0,0.0194,0.0673,0.1578,0.3569,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0885,0.0563,0.0276,0.014,0.0109,0.128,0.0648,0.0281,0.0133,0.0,0.4315,0,0.0117,0.0,0.0,0.0011,0.0036,0.0131,0.0,0.0,0.0,0.0295
0.0669,0.0447,0.02,0.0105,0.0258,0.1169,0.0455,0.0194,0.0108,0.0,0.3605,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0136,0.0281,0.0537,0.0663,0.0509,0.012,0.0225,0.0458,0.0584,0.0325,0.3838,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0112,0.0206,0.0338,0.0527,0.0361,0.0117,0.0204,0.0504,0.1161,0.0499,0.4029,0,0.0116,0.0094,0.0,0.0114,0.0,0.0103,0.0,0.0008,0.0,0.0435
0.0,0.0163,0.0266,0.1522,0.0923,0.0099,0.0132,0.0195,0.0376,0.0443,0.4119,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.0435,0.0374,0.0187,0.0,0.0,0.1663,0.0642,0.0214,0.0,0.0,0.3515,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0393,0.1574,0.0466,0.0139,0.0,0.0254,0.0308,0.0227,0.0117,0.0,0.3478,0,0.0079,0.016,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0343
0.0098,0.0194,0.0327,0.0602,0.0568,0.0,0.0163,0.0374,0.0764,0.0425,0.3515,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0479,0.0491,0.0272,0.0145,0.0282,0.076,0.08,0.0303,0.0145,0.0092,0.3769,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.0185,0.0384,0.0637,0.0515,0.0366,0.0176,0.0353,0.0742,0.056,0.025,0.4168,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0214,0.0537,0.1414,0.0578,0.0216,0.021,0.0353,0.0456,0.0366,0.02,0.4544,0,0.0117,0.0,0.0,0.0011,0.0036,0.0131,0.0,0.0,0.0,0.0295
0.0198,0.0392,0.046,0.032,0.0344,0.0193,0.0391,0.0694,0.0348,0.0168,0.3508,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0088,0.0171,0.0302,0.1438,0.0708,0.0089,0.0127,0.0209,0.038,0.0373,0.3885,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.053,0.042,0.0208,0.0092,0.0196,0.1121,0.0598,0.0204,0.0093,0.0,0.3462,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0116,0.0217,0.0343,0.0447,0.0486,0.0107,0.0209,0.0635,0.0981,0.036,0.3901,0,0.0,0.0,0.0,0.02465,0.0,0.0,0.0,0.0,0.0,0.02465
0.0118,0.0273,0.0657,0.0718,0.0484,0.0,0.0169,0.0356,0.0408,0.0252,0.3435,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0116,0.022,0.0366,0.0555,0.0468,0.0104,0.0197,0.0434,0.0839,0.039,0.3689,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.1111,0.0546,0.0216,0.0115,0.0274,0.0559,0.0362,0.0178,0.0111,0.0,0.3472,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0703,0.0615,0.0306,0.0142,0.0,0.0884,0.0689,0.0309,0.0139,0.0,0.3787,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0,0.0145,0.0274,0.1926,0.0497,0.0,0.0123,0.0208,0.0338,0.035,0.3861,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0134,0.0246,0.0402,0.0537,0.0532,0.0129,0.0223,0.0586,0.0865,0.0389,0.4043,0,0.0,0.0,0.0,0.02465,0.0,0.0,0.0,0.0,0.0,0.02465
0.0,0.014,0.0179,0.0362,0.0647,0.0,0.0116,0.0168,0.0629,0.1218,0.3459,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0564,0.039,0.0162,0.0,0.0,0.1735,0.0522,0.0173,0.0,0.0,0.3546,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0924,0.0999,0.0355,0.0143,0.0103,0.0517,0.0445,0.0271,0.0133,0.0,0.389,0,0.0113,0.0096,0.0,0.0143,0.0,0.0,0.0,0.0095,0.0116,0.0563
0.0116,0.0243,0.0391,0.044,0.0427,0.0101,0.0227,0.0635,0.0648,0.0272,0.35,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0453,0.0329,0.0162,0.0037,0.0254,0.1581,0.0404,0.0146,0.0,0.0,0.3366,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0097,0.0136,0.0143,0.0285,0.0996,0.0095,0.0116,0.0121,0.0301,0.165,0.394,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0327,0.035,0.0228,0.0133,0.0221,0.0693,0.1256,0.0276,0.0133,0.0,0.3617,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0211,0.0419,0.0617,0.0485,0.0415,0.0204,0.04,0.0907,0.0573,0.0253,0.4484,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.0873,0.0563,0.0241,0.0093,0.0,0.0963,0.0563,0.0233,0.0089,0.0,0.3618,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0573,0.0408,0.0187,0.0,0.0,0.1715,0.0532,0.0196,0.0,0.0,0.3611,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0,0.0133,0.0222,0.0594,0.0888,0.0,0.0116,0.0195,0.0513,0.0746,0.3407,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.08,0.1269,0.0422,0.0196,0.0151,0.0468,0.045,0.03,0.0178,0.0123,0.4357,0,0.0113,0.0096,0.0,0.0143,0.0,0.0,0.0,0.0095,0.0116,0.0563
0.0,0.0179,0.033,0.0679,0.0597,0.0,0.0141,0.0334,0.0711,0.0456,0.3427,0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0218
0.1015,0.0755,0.0258,0.0119,0.0306,0.0416,0.0329,0.0184,0.0111,0.0,0.3493,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0,0.0,0.0106,0.0393,0.1598,0.0,0.0,0.0102,0.0312,0.0874,0.3385,0,0.0108,0.0024,0.0,0.0108,0.0,0.0094,0.0,0.0,0.0,0.0334
0.0131,0.022,0.0282,0.0244,0.0287,0.013,0.0243,0.0866,0.057,0.0196,0.3169,0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0152
0.0398,0.0529,0.0341,0.016,0.022,0.0511,0.0833,0.0389,0.0166,0.0,0.3547,0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0167
0.0528,0.0383,0.0196,0.0109,0.0276,0.1513,0.0443,0.0172,0.0102,0.0,0.3722,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.009,0.0152,0.0225,0.0807,0.113,0.0,0.0123,0.0172,0.0356,0.0483,0.3538,0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0,0.0,0.0,0.0161
0.0,0.0096,0.017,0.0704,0.1449,0.0,0.0,0.0142,0.0395,0.0714,0.367,0,0.0079,0.016,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0343
0.1442,0.0881,0.0322,0.0158,0.0095,0.0571,0.0465,0.0264,0.0143,0.0083,0.4424,0,0.0137,0.0112,0.0091,0.0132,0.0,0.0122,0.0092,0.0105,0.0106,0.0897
0.0125,0.0341,0.0629,0.0555,0.0427,0.0138,0.0272,0.0542,0.0493,0.025,0.3772,0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238
0.0154,0.0439,0.086,0.0591,0.0228,0.0131,0.035,0.0623,0.0477,0.0235,0.4088,0,0.0135,0.0113,0.0096,0.0139,0.0,0.012,0.0091,0.0106,0.0101,0.0901
