Landkreis,Income,Cases,Deaths,LK_Einwohner,Cases_Per_Million,Area,Avg_Age,Std_dev,<30,30-65,>65,Density,west(0)/east(1),c/p,firstcase,firstday
Saale-Holzland-Kreis,18992.0,73.0,3.0,83051.0,878.9779773873885,815.24,48.457580281995405,24.469862721135836,19798.0,41786.0,21467.0,101.87306805357932,1.0,0.0008789779773873884,1.0,27.0
Saale-Orla-Kreis,19008.0,149.0,12.0,80868.0,1842.508779739823,1151.3,49.12935895533462,24.530631146998697,18818.0,40476.0,21574.0,70.24059758533832,1.0,0.001842508779739823,1.0,20.0
Saalekreis,19664.0,131.0,7.0,184582.0,709.7116728608423,1433.71,48.425558830221796,24.33201929003061,43677.0,93671.0,47234.0,128.74430672869687,1.0,0.0007097116728608424,3.0,33.0
Saalfeld-Rudolstadt,19356.0,71.0,0.0,106356.0,667.5692955733574,1036.03,50.44994640640866,24.69004321857913,23288.0,52188.0,30880.0,102.65725895968264,1.0,0.0006675692955733574,5.0,29.0
Saarlouis,20904.0,554.0,23.0,195201.0,2838.1002146505393,459.35,47.147629878945295,24.402733847339714,53617.0,94847.0,46737.0,424.9504734951562,0.0,0.0028381002146505396,2.0,27.0
Salzgitter,19585.0,145.0,8.0,104948.0,1381.6366200404007,224.49,44.85287475702253,25.150907700539346,33633.0,47423.0,23892.0,467.49521136798967,0.0,0.0013816366200404009,2.0,30.0
Salzlandkreis,18207.0,68.0,0.0,190560.0,356.8429890848027,1426.83,49.778660264483634,24.583043300310496,43683.0,93749.0,53128.0,133.5548033052291,1.0,0.0003568429890848027,6.0,28.0
Schaumburg,21404.0,162.0,7.0,157781.0,1026.739594754755,675.68,47.167453622426024,24.75488378400628,44167.0,74987.0,38627.0,233.51438550793281,0.0,0.001026739594754755,2.0,29.0
Schleswig-Flensburg,21871.0,159.0,4.0,200025.0,794.9006374203226,2071.13,46.35274090738658,24.77258526428768,57928.0,94395.0,47702.0,96.57771361527278,0.0,0.0007949006374203224,3.0,29.0
Schmalkalden-Meiningen,19992.0,147.0,4.0,122347.0,1201.5006497911675,1210.73,48.92668802667822,24.456017996685837,28748.0,61258.0,32341.0,101.05225772880823,1.0,0.0012015006497911678,2.0,30.0
Schwabach,25418.000000000004,79.0,2.0,40792.0,1936.6542459305747,40.8,45.17525495195137,24.50766092004755,12223.0,19671.0,8898.0,999.8039215686276,0.0,0.0019366542459305746,1.0,18.0
Schwalm-Eder-Kreis,20898.000000000004,529.0,37.0,180222.0,2935.2687241291296,1539.02,46.55776209341812,24.386367824495753,50795.0,87519.0,41908.0,117.10179204948605,0.0,0.0029352687241291295,3.0,29.0
Schwandorf,20927.0,506.0,19.0,147189.0,3437.7568975942495,1465.06,44.97912887511974,23.949413357147932,44123.0,72846.0,30220.0,100.46619251088691,0.0,0.0034377568975942495,4.0,27.0
Schwarzwald-Baar-Kreis,23851.0,570.0,30.0,212381.0,2683.85590048074,1025.33,45.19624401429506,24.70480935115594,65724.0,99542.0,47115.0,207.13428847297942,0.0,0.0026838559004807396,3.0,29.0
Schweinfurt,21637.88026345351,695.0,43.0,169138.0,4109.0706996653635,877.09,45.51374912793104,24.590896051630363,51023.0,80462.0,37653.0,192.8399594112349,0.0,0.004109070699665362,2.0,28.0
Schwerin,18378.0,91.0,0.0,95818.0,949.7171721388464,130.52,46.964437788307,25.23473014848017,26696.0,44637.0,24485.0,734.1250383083052,1.0,0.0009497171721388466,1.0,28.0
Schwäbisch Hall,23061.0,869.0,58.0,195861.0,4436.8199896865635,1484.07,43.6566110660111,24.085642002847287,62709.0,95522.0,37630.0,131.97558066668014,0.0,0.0044368199896865634,8.0,27.0
Segeberg,22953.000000000004,332.0,7.0,276032.0,1202.7591003941573,1344.42,45.34873492928356,24.378432513657803,80612.0,135369.0,60051.0,205.3167908838012,0.0,0.0012027591003941573,4.0,29.0
Siegen-Wittgenstein,23134.0,315.0,8.0,278210.0,1132.238237302757,1132.89,44.89564178138816,24.456460614398328,87900.0,130537.0,59773.0,245.57547511232326,0.0,0.001132238237302757,14.0,30.0
Sigmaringen,22062.0,776.0,34.0,130873.0,5929.412483858398,1204.23,44.40648185645626,24.353329267760216,41720.0,62601.0,26552.0,108.67774428472966,0.0,0.005929412483858397,3.0,27.0
Soest,21845.0,376.0,8.0,301902.0,1245.4372610979722,1328.63,45.11731290286252,24.41417591972969,91826.0,146022.0,64054.0,227.22804693556517,0.0,0.001245437261097972,9.0,30.0
Solingen,23357.0,288.0,8.0,159360.0,1807.2289156626507,89.54,45.122712725903604,24.54439083055487,48543.0,76872.0,33945.0,1779.7632343086887,0.0,0.0018072289156626507,3.0,27.0
Sonneberg,19995.0,288.0,21.0,56196.0,5124.919923126201,433.61,49.881281585878,24.38085869920795,12606.0,27996.0,15594.0,129.600332095662,1.0,0.005124919923126201,5.0,37.0
Speyer,23860.0,95.0,1.0,50378.0,1885.7437770455358,42.71,45.94155186787885,24.456495953436107,14635.0,24329.0,11414.0,1179.5364083352845,0.0,0.0018857437770455358,2.0,30.0
Spree-Neiße,19252.0,65.0,0.0,114429.0,568.0378225799403,1656.97,50.598851689694044,24.32035917481948,24054.0,58559.0,31816.0,69.05918634616197,1.0,0.0005680378225799404,2.0,26.0
Stade,21968.000000000004,215.0,8.0,203102.0,1058.5814024480312,1267.38,44.702024106114166,24.490888164892816,62802.0,96821.0,43479.0,160.25343622275875,0.0,0.0010585814024480311,5.0,24.0
Starnberg,34986.999999999985,540.0,13.0,136092.0,3967.904064897276,487.72,45.63013255738765,24.963958729764187,40902.0,64014.0,31176.0,279.0371524645288,0.0,0.0039679040648972754,2.0,8.0
Steinburg,21119.0,182.0,3.0,131347.0,1385.6426107943082,1055.72,46.30616230290757,24.482377548972355,37722.0,63742.0,29883.0,124.41461751221917,0.0,0.0013856426107943082,2.0,30.0
Steinfurt,21330.0,1339.0,82.0,447614.0,2991.416711720366,1795.76,44.048177670939694,24.350473903707808,143386.0,215669.0,88559.0,249.26159397692345,0.0,0.002991416711720366,22.0,33.0
Stendal,17921.0,107.0,6.0,111982.0,955.5107070779233,2423.24,48.78023700237539,24.40284388994895,26858.0,56600.0,28524.0,46.21168353114014,1.0,0.0009555107070779232,5.0,34.0
Stormarn,25006.0,419.0,33.0,243196.0,1722.890179114788,766.29,46.156143604335604,24.789276920929087,68703.0,118253.0,56240.0,317.3680982395699,0.0,0.001722890179114788,3.0,29.0
Straubing,21736.0,428.0,48.0,47794.0,8955.098966397454,67.59,45.17576474034398,23.83241136368038,14315.0,23307.0,10172.0,707.1164373428021,0.0,0.008955098966397455,1.0,28.0
Straubing-Bogen,21801.0,548.0,29.0,100649.0,5444.664129797614,1201.62,44.34417629584001,23.854165698342985,30721.0,50246.0,19682.0,83.76108919625173,0.0,0.005444664129797614,2.0,30.0
Stuttgart,25012.0,1513.0,63.0,634830.0,2383.315218247405,207.33,42.39228848668147,23.418931788428434,211419.0,310112.0,113299.0,3061.9302561134423,0.0,0.002383315218247405,10.0,24.0
Suhl,20698.0,20.0,2.0,34835.0,574.1352088416822,103.03,51.641725276302566,24.618349555658256,7561.0,16042.0,11232.0,338.10540619237116,1.0,0.0005741352088416823,1.0,30.0
Sächsische Schweiz-Osterzgebirge,19758.0,389.0,2.0,245611.0,1583.805285593886,1654.18,48.56642617798063,25.28186892610525,60120.0,118097.0,67394.0,148.47900470323663,1.0,0.0015838052855938862,4.0,28.0
Sömmerda,18790.0,37.0,1.0,69655.0,531.189433637212,806.84,47.78191802454957,24.19448481834017,16863.0,35691.0,17101.0,86.33062317188042,1.0,0.000531189433637212,2.0,36.0
Südliche Weinstraße,23424.0,155.0,3.0,110356.0,1404.5452897894088,639.95,46.724849577730254,24.303137790809213,30401.0,54369.0,25586.0,172.44472224392533,0.0,0.0014045452897894087,9.0,31.0
Südwestpfalz,22459.0,106.0,3.0,95113.0,1114.4638482646956,953.5,48.340458191834976,24.330562535722883,24536.0,46682.0,23895.0,99.75144205558468,0.0,0.0011144638482646957,1.0,33.0
Teltow-Fläming,19408.0,153.0,12.0,168296.0,909.1125160431619,2104.23,46.62545752721395,24.36166105022168,43562.0,86919.0,37815.0,79.97985011144219,1.0,0.0009091125160431621,2.0,30.0
Tirschenreuth,21082.0,1136.0,138.0,72504.0,15668.101070285777,1084.25,46.498613869579614,24.27183386022123,20675.0,35379.0,16450.0,66.87018676504496,0.0,0.015668101070285777,1.0,27.0
Traunstein,23908.0,1322.0,87.0,177089.0,7465.172879173749,1533.76,45.68461620992834,24.54785639028682,52998.0,83958.0,40133.0,115.46069789276028,0.0,0.0074651728791737485,2.0,3.0
Trier,19857.0,103.0,1.0,110636.0,930.9808742181567,117.07,42.21860425178061,23.40500278959782,40111.0,50893.0,19632.0,945.0414282053473,0.0,0.0009309808742181568,3.0,29.0
Trier-Saarburg,22541.0,199.0,9.0,148945.0,1336.0636476551747,1102.23,45.185269730437405,24.14881527130494,43425.0,74751.0,30769.0,135.13059887682243,0.0,0.0013360636476551747,8.0,32.0
Tuttlingen,25338.0,505.0,23.0,140152.0,3603.230778012444,734.38,43.409041611964156,24.47364532170105,46156.0,66583.0,27413.0,190.84397723249543,0.0,0.0036032307780124438,2.0,26.0
Tübingen,22680.0,1292.0,60.0,227331.0,5683.34279090841,519.12,41.86131675838315,23.671125702363824,82989.0,105169.0,39173.0,437.9160887656033,0.0,0.005683342790908411,3.0,24.0
Uckermark,17628.0,44.0,2.0,119552.0,368.0406852248394,3076.89,49.96286553131692,24.576210969955774,26976.0,59627.0,32949.0,38.85481768929016,1.0,0.0003680406852248394,4.0,35.0
Uelzen,20387.0,44.0,0.0,92572.0,475.3057079894568,1462.59,47.762492978438395,24.76615327915199,25371.0,43799.0,23402.0,63.29319905099858,0.0,0.00047530570798945686,1.0,28.0
Ulm,29641.0,288.0,5.0,126329.0,2279.761574935288,118.68,42.16329188072414,23.80956244500404,44778.0,58356.0,23195.0,1064.4506235254464,0.0,0.002279761574935288,2.0,20.0
Unna,20806.0,723.0,38.0,394782.0,1831.3904889280664,543.21,46.10274151303758,24.48614371962329,114611.0,190367.0,89804.0,726.7576075550893,0.0,0.0018313904889280667,4.0,24.0
Unstrut-Hainich-Kreis,18213.0,91.0,3.0,102912.0,884.2506218905472,979.69,47.76123775652986,24.72059909280706,26113.0,50998.0,25801.0,105.04547356816951,1.0,0.0008842506218905473,2.0,34.0
Unterallgäu,24933.000000000004,271.0,14.0,144041.0,1881.408765559806,1229.59,44.627755291896065,24.443041868488105,45003.0,68768.0,30270.0,117.1455525825682,0.0,0.0018814087655598059,3.0,28.0
Vechta,21502.0,346.0,10.0,141598.0,2443.537338097996,814.2,41.26073814601901,23.73388847544932,51093.0,67658.0,22847.0,173.9105870793417,0.0,0.0024435373380979957,2.0,28.0
Verden,23066.0,237.0,3.0,136792.0,1732.5574595005558,789.39,45.30599377156559,24.671663885061303,41223.0,65076.0,30493.0,173.28823521959995,0.0,0.0017325574595005557,3.0,27.0
Viersen,22492.0,724.0,37.0,298935.0,2421.931189054477,563.28,46.091255624132344,24.294580962257253,85798.0,147053.0,66084.0,530.7040903280786,0.0,0.002421931189054477,4.0,22.0
Vogelsbergkreis,21608.0,121.0,5.0,105878.0,1142.8247605734905,1458.91,47.50704112280172,24.419452456881853,28619.0,51507.0,25752.0,72.57335956296139,0.0,0.0011428247605734902,2.0,28.0
Vogtlandkreis,19311.0,503.0,21.0,227796.0,2208.1160336441376,1412.43,50.376896433651154,24.96237815370123,51420.0,108116.0,68260.0,161.27949703702132,1.0,0.002208116033644138,3.0,34.0
Vorpommern-Greifswald,18259.0,139.0,7.0,236697.0,587.2486765780724,3945.58,48.01121264739307,24.53902569667077,60420.0,116955.0,59322.0,59.99041965946705,1.0,0.0005872486765780724,3.0,29.0
Vorpommern-Rügen,17303.0,89.0,2.0,224684.0,396.11187267451174,3214.45,48.94169144220327,24.4564938022822,52830.0,113437.0,58417.0,69.89811631849928,1.0,0.00039611187267451174,3.0,28.0
Vulkaneifel,21292.0,119.0,5.0,60603.0,1963.5991617576688,911.64,47.25984687226705,24.527351217184428,16907.0,29035.0,14661.0,66.47689877583257,0.0,0.001963599161757669,4.0,27.0
Waldeck-Frankenberg,21041.0,174.0,5.0,156953.0,1108.6121322943814,1848.7,46.35268201308672,24.59869315979494,45557.0,75090.0,36306.0,84.89911829934549,0.0,0.001108612132294381,3.0,27.0
Waldshut,23762.0,311.0,35.0,170619.0,1822.774720283204,1131.1,44.653335794958366,24.559421240983824,53222.0,81270.0,36127.0,150.8434267527186,0.0,0.001822774720283204,3.0,28.0
Warendorf,22576.0,638.0,20.0,277783.0,2296.756820971766,1319.42,44.833017139277786,24.522302615078782,85761.0,133448.0,58574.0,210.5341741068045,0.0,0.002296756820971766,5.0,27.0
Wartburgkreis,19832.0,83.0,2.0,123025.0,674.6596220280431,1307.43,48.382410079252175,24.408633535330747,29355.0,62421.0,31249.0,94.09681589071691,1.0,0.0006746596220280431,3.0,33.0
Weilheim-Schongau,23691.0,355.0,3.0,135348.0,2622.8684576055803,966.3,45.030203623252646,24.541994669871674,41365.0,64804.0,29179.0,140.06830176963678,0.0,0.0026228684576055797,2.0,23.0
Weimar,18635.0,69.0,0.0,65090.0,1060.0706713780917,84.48,44.99371639268704,24.858334654858627,20056.0,30089.0,14945.0,770.4782196969696,1.0,0.0010600706713780918,1.0,27.0
Weimarer Land,19053.0,74.0,4.0,81947.0,903.0226853942183,804.48,47.187798211038846,24.324989534645905,20572.0,41765.0,19610.0,101.86331543357201,1.0,0.0009030226853942182,1.0,33.0
Weißenburg-Gunzenhausen,22044.0,332.0,25.0,94393.0,3517.209962603159,970.78,45.37841259415423,24.43712687814625,28306.0,45550.0,20537.0,97.23418282206062,0.0,0.003517209962603159,1.0,28.0
Werra-Meißner-Kreis,19785.0,225.0,16.0,101017.0,2227.3478721403326,1024.83,47.75499173406456,24.731089363198123,27901.0,47288.0,25828.0,98.56951884702828,0.0,0.002227347872140333,2.0,36.0
Wesel,21372.0,664.0,27.0,459809.0,1444.0778671143887,1042.8,46.65037983162574,24.41735541532635,128913.0,223921.0,106975.0,440.9369006520905,0.0,0.0014440778671143887,7.0,27.0
Wesermarsch,20760.0,71.0,2.0,88624.0,801.137389420473,824.78,46.485799557681894,24.562667144372845,25871.0,41956.0,20797.0,107.4516840854531,0.0,0.000801137389420473,4.0,35.0
Westerwaldkreis,24108.0,367.0,21.0,201597.0,1820.4635981686233,989.04,45.25364712768543,24.200234802768783,59713.0,99352.0,42532.0,203.83098762436302,0.0,0.0018204635981686236,3.0,27.0
Wetteraukreis,22944.000000000004,352.0,13.0,306460.0,1148.600143575018,1100.66,45.03717614044247,24.233873511561843,91649.0,150083.0,64728.0,278.43294023585844,0.0,0.001148600143575018,4.0,30.0
Wiesbaden,22928.0,463.0,21.0,278342.0,1663.4212587392487,203.87,43.49225772610673,24.416205083523373,90259.0,132479.0,55604.0,1365.2916073968706,0.0,0.0016634212587392488,5.0,28.0
Wilhelmshaven,18047.0,27.0,1.0,76278.0,353.968378824825,107.07,46.93523034164504,25.184015795935693,23578.0,32820.0,19880.0,712.4124404595125,0.0,0.000353968378824825,2.0,24.0
Wittenberg,19112.000000000004,155.0,3.0,125840.0,1231.7228226319135,1930.45,50.40882867132867,24.561034777985917,27647.0,62289.0,35904.0,65.18687352689787,1.0,0.0012317228226319135,2.0,29.0
Wittmund,20270.0,41.0,0.0,56882.0,720.7904082134945,656.86,46.68310713406702,24.597875262256924,16440.0,26514.0,13928.0,86.59683950918004,0.0,0.0007207904082134946,1.0,28.0
Wolfenbüttel,21556.0,190.0,14.0,119960.0,1583.8612870956986,724.3,46.79536095365122,24.491764437149836,33818.0,57761.0,28381.0,165.62197984260666,0.0,0.0015838612870956986,2.0,35.0
Wolfsburg,24083.000000000004,351.0,51.0,124151.0,2827.2023584183776,204.61,45.084352925067066,24.833179492013286,37543.0,59033.0,27575.0,606.7689751234054,0.0,0.0028272023584183775,3.0,30.0
Worms,20300.0,223.0,7.0,83330.0,2676.1070442817713,108.73,43.95867634705388,24.425102801214305,27177.0,39080.0,17073.0,766.3938195530212,0.0,0.0026761070442817714,1.0,31.0
Wuppertal,20759.0,974.0,85.0,354382.0,2748.4465915311725,168.39,44.170814262575405,24.5475397786873,114511.0,166151.0,73720.0,2104.5311479304,0.0,0.0027484465915311724,8.0,30.0
Würzburg,22807.2576651281,885.0,59.0,289714.0,3054.736740371539,1055.96,44.28675348792258,24.087497768215517,94444.0,135346.0,59924.0,274.36077124133493,0.0,0.003054736740371539,3.0,23.0
Zollernalbkreis,25027.0,1208.0,77.0,188935.0,6393.733294519278,917.58,45.601439648556386,24.499808848147445,56636.0,90633.0,41666.0,205.90575208701145,0.0,0.006393733294519279,3.0,20.0
Zweibrücken,19751.0,40.0,1.0,34209.0,1169.2829372387387,70.64,45.9314654038411,24.637435585081647,10231.0,16062.0,7916.0,484.27236693091726,0.0,0.0011692829372387384,2.0,37.0
Zwickau,19959.0,883.0,51.0,317531.0,2780.8308480116907,949.79,49.74836472659362,25.042782163448948,74655.0,150183.0,92693.0,334.3170595605345,1.0,0.00278083084801169,4.0,30.0
